Trace_ID,User_Query,Dimension_Tuple_JSON,Full_Bot_Trace_Summary,Open_Code_Notes,Failure_Mode_Network_Bias,Failure_Mode_Reason_Code_Granularity,Failure_Mode_Ambiguity_Misclassification,Failure_Mode_Contextual_Blindness,Actual_Reason_Code,Actual_Network
TRACE_SYN061,I placed a high-value order for merchandise but it's been weeks and I still haven't received it. I paid using my Mastercard and I'm really frustrated with this situation. Can you help me figure out what went wrong?,"{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.1, Network=mastercard. Confidence=0.95. Reasoning: The payment network is identified as Mastercard based on the user's statement. The reason code 13.1 is selected because the customer is disputing the non-receipt of merchandise after placing a high-value order, which aligns with the description of 'Order didn't arrive'.",,0,0,0,0,13.1,mastercard
TRACE_SYN062,"Hey, I’m having a huge issue with an order I made. I used my Mastercard for a significant purchase of merchandise, but it hasn’t arrived yet! I’m getting really frustrated here. Please assist!","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.1, Network=mastercard. Confidence=0.95. Reasoning: The payment network is identified as Mastercard based on the explicit mention in the dispute description. The reason for the dispute is that the merchandise has not arrived, which corresponds to the Visa Reason Code 13.1 for 'Merchandise Not Received'. The confidence score is high due to the clear indication of the issue.",,0,0,0,0,13.1,mastercard
TRACE_SYN063,"I’m contacting you because I still haven’t received a product I ordered, and I paid a lot for it with my Mastercard. I feel really let down because it was supposed to be delivered by now. What can I do?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.1, Network=mastercard. Confidence=0.95. Reasoning: The payment network is identified as Mastercard based on the user's statement. The reason code 13.1 is selected because the user has not received the product they ordered, which aligns with the description of merchandise not received.",,0,0,0,0,13.1,mastercard
TRACE_SYN064,"So I made a big purchase with my Mastercard and it was for merchandise, but I haven't received it yet. ¯\_(ツ)_/¯ I am very frustrated! Can you help me out? My transaction was of high amount and I need answers!","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.1, Network=mastercard. Confidence=0.95. Reasoning: The dispute involves a purchase made with a Mastercard for merchandise that has not been received, which directly corresponds to the reason code for 'Merchandise Not Received' (13.1). The explicit mention of 'Mastercard' confirms the payment network.",,0,0,0,0,13.1,mastercard
TRACE_SYN065,"I ordered something expensive and paid with my Mastercard, but it’s missing! I’m seriously frustrated because the merchandise was supposed to arrive already. What’s going on? I need your help ASAP!","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.1, Network=mastercard. Confidence=0.95. Reasoning: The dispute clearly states that the customer ordered an expensive item and it has not arrived, which directly corresponds to the reason code for merchandise not received (13.1). The payment network is identified as Mastercard based on the description.",,0,0,0,0,13.1,mastercard
TRACE_SYN066,"canceled my merch subscription on discover, but was charged? confused!","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.2, Network=discover. Confidence=0.95. Reasoning: The dispute mentions a canceled subscription and a charge that occurred despite the cancellation, which aligns with the reason code for subscription cancellation issues (13.2). The payment network is explicitly stated as Discover.",,0,0,0,0,13.2,discover
TRACE_SYN067,why did I get charged for a $5 item after canceling? discover card?,"{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.2, Network=discover. Confidence=0.95. Reasoning: The dispute mentions a charge for an item after cancellation, which aligns with the reason code for subscription cancellation (13.2). The payment network is explicitly stated as 'discover'.",,0,0,0,0,13.2,discover
TRACE_SYN068,I thought I canceled my subscription but still see a charge on my discover?,"{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.2, Network=discover. Confidence=0.95. Reasoning: The dispute involves a charge for a subscription that the customer believed they had canceled, which aligns with the reason code for subscription cancellation (13.2). The payment network is identified as Discover based on the description.",,0,0,0,0,13.2,discover
TRACE_SYN069,wtf I canceled my subscription and now discover charged me for merch!,"{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.2, Network=discover. Confidence=0.95. Reasoning: The dispute mentions a cancellation of a subscription followed by a charge, which aligns with the reason code for subscription cancellation (13.2). The payment network is explicitly stated as Discover.",,0,0,0,0,13.2,discover
TRACE_SYN070,"canceled subscription but still a low charge? using discover, help!","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.2, Network=discover. Confidence=0.95. Reasoning: The dispute involves a canceled subscription with a charge still appearing, which aligns with the reason code for subscription cancellation issues (13.2). The payment network is explicitly mentioned as Discover.",,0,0,0,0,13.2,discover
TRACE_SYN071,I noticed a duplicate charge on my Amex for a service I used recently. Can you help me sort this out?,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=12.6, Network=amex. Confidence=0.95. Reasoning: The payment network is identified as 'Amex' based on the explicit mention in the dispute description. The reason for the dispute is a duplicate charge, which corresponds to the Visa Reason Code '12.6' for duplicate transactions. The confidence score is high due to the clear indication of a duplicate charge.",,0,0,0,0,12.6,amex
TRACE_SYN072,"Hey, I think I got charged twice on my American Express for a service I recently used. What should I do about this?","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=12.6, Network=amex. Confidence=0.95. Reasoning: The payment network is identified as 'American Express' based on the explicit mention in the dispute description. The reason code '12.6' is selected because the customer claims to have been charged twice for a service, indicating a duplicate transaction.",,0,0,0,0,12.6,amex
TRACE_SYN073,Quick question: I was billed twice for a recent service purchase on my Amex. Is there a way to resolve this duplicate charge?,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=12.6, Network=amex. Confidence=0.95. Reasoning: The dispute involves a duplicate charge for a service purchase on an American Express card, which directly corresponds to the reason code for duplicate transactions (12.6). The network is identified as Amex based on the explicit mention in the description.",,0,0,0,0,12.6,amex
TRACE_SYN074,I’m seeing a duplicate payment on my Amex account for a service I got not long ago. Any suggestions on how to fix this?,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=12.6, Network=amex. Confidence=0.95. Reasoning: The dispute involves a duplicate payment on an Amex account, which directly corresponds to the reason code for duplicate transactions (12.6). The network is identified as Amex based on the explicit mention in the description.",,0,0,0,0,12.6,amex
TRACE_SYN075,Can you assist me? I’ve got a duplicate transaction from a recent service I paid for with Amex. What steps do I take next?,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=12.6, Network=amex. Confidence=0.95. Reasoning: The payment network is identified as 'Amex' based on the explicit mention in the dispute description. The reason for the dispute is a duplicate transaction, which corresponds to the Visa Reason Code '12.6' for duplicate billing. The confidence score is high due to the clear indication of a duplicate charge.",,0,0,0,0,12.6,amex
TRACE_SYN076,"I need help with a service I paid using my discover card. The amount was really low, but I'm frustrated because it didn't go through right. What can I do?","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=13.3, Network=discover. Confidence=0.85. Reasoning: The dispute involves a service paid for with a Discover card that did not go through correctly, indicating a potential issue with the service quality or delivery. The most appropriate reason code is 13.3 (Not as Described/Defective) as the customer expresses frustration about the service not functioning as expected.",,0,0,0,0,13.3,discover
TRACE_SYN077,"Hey, I had a small transaction with a service provider through Discover, but I'm feeling frustrated because there’s an issue with the payment. Can someone help me sort this out?","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=13.1, Network=discover. Confidence=0.85. Reasoning: The dispute involves a service provider transaction through Discover, and the customer expresses frustration about an issue with the payment, which suggests a problem with the service rather than an unauthorized charge. The most fitting reason code is 13.1 (Merchandise Not Received) as it aligns with the customer's concern about the transaction.",,0,0,0,0,13.1,discover
TRACE_SYN078,"Frustration here! Just a low amount charge on my Discover for a service, but it seems to have not processed or something. What’s the process for disputing that?","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=13.6, Network=discover. Confidence=0.85. Reasoning: The dispute involves a low amount charge on a Discover card for a service that seems to have not processed correctly. This aligns with the reason code for 'Credit Not Processed' (13.6) as the customer is indicating an issue with the processing of the charge rather than an unauthorized transaction.",,0,0,0,0,13.6,discover
TRACE_SYN079,"Soooo, I made a small payment for a service with my Discover card and now I'm having trouble with it. I'm kinda frustrated, can I get some guidance on how to resolve this?","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=13.1, Network=discover. Confidence=0.85. Reasoning: The dispute involves a payment for a service with a Discover card, and the customer expresses frustration about having trouble with it. This suggests a potential issue with the service received, which aligns with the reason code for 'Merchandise Not Received' (13.1). The network is identified as 'discover' based on the explicit mention in the description.",,0,0,0,0,13.1,discover
TRACE_SYN080,"I used Discover for a service payment that was pretty low, but I'm really frustrated coz it's not working out right. How can I dispute this issue?","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=13.3, Network=discover. Confidence=0.85. Reasoning: The dispute involves a service payment that is not working out right, which suggests a quality issue with the service provided. Therefore, the most appropriate reason code is 13.3 (Not as Described/Defective). The payment network is identified as Discover based on the explicit mention in the description.",,0,0,0,0,13.3,discover
TRACE_SYN081,"product not as expected, discover payment","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.3, Network=discover. Confidence=0.95. Reasoning: The payment network is identified as 'Discover' from the description. The reason for the dispute is 'product not as expected', which aligns with the Visa Reason Code 13.3 for 'Not as Described/Defective'. This indicates a quality issue with the product received.",,0,0,0,0,13.3,discover
TRACE_SYN082,"issue with service from merchant, old transaction","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.3, Network=visa. Confidence=0.85. Reasoning: The dispute describes an issue with service from the merchant, which suggests a quality issue with the service provided. This aligns with the Visa Reason Code 13.3 (Not as Described/Defective). Since no specific payment network was mentioned, I defaulted to Visa.",,1,0,0,0,13.3,visa
TRACE_SYN083,"dispute on old transaction, product unacceptable with discover","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.3, Network=discover. Confidence=0.85. Reasoning: The dispute involves an old transaction where the product was deemed unacceptable, which aligns with the reason code for 'Not as Described/Defective' (13.3). The payment network is explicitly mentioned as 'Discover', so it was selected accordingly.",,0,0,0,0,13.3,discover
TRACE_SYN084,"merchant service disappointment, using discover","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.3, Network=discover. Confidence=0.85. Reasoning: The dispute mentions 'merchant service disappointment', which suggests a quality issue with the service provided by the merchant. This aligns with the reason code 13.3 for 'Not as Described/Defective'. The payment network is explicitly stated as 'discover', so it has been classified accordingly.",,0,0,0,0,13.3,discover
TRACE_SYN085,problem with service paid by discover in old transaction,"{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.3, Network=discover. Confidence=0.85. Reasoning: The dispute mentions a 'problem with service' related to an old transaction paid by Discover. This suggests a quality issue with the service provided, which aligns with the reason code for 'Not as Described/Defective' (13.3). The network is explicitly stated as Discover.",,0,0,0,0,13.3,discover
TRACE_SYN086,I think I was charged for some merchandise on my mastercard that I didn't buy. How do I deal with this fraudulent transaction?,"{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=10.4, Network=mastercard. Confidence=0.95. Reasoning: The dispute mentions a charge for merchandise that the customer did not buy, indicating an unauthorized transaction. The payment network is explicitly stated as Mastercard, and the appropriate reason code for this type of fraud is 10.4.",,0,0,0,0,10.4,mastercard
TRACE_SYN087,I recently checked my mastercard statement and I see a charge for merchandise I never ordered. It's really frustrating! What should I do?,"{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=10.4, Network=mastercard. Confidence=0.95. Reasoning: The dispute mentions a charge for merchandise that the customer never ordered, indicating an unauthorized transaction. The payment network is explicitly stated as 'mastercard', and the most appropriate reason code for this situation is '10.4' for fraud (unauthorized charge). The confidence score is high due to the clear indication of an unknown charge.",,0,0,0,0,10.4,mastercard
TRACE_SYN088,Can you help me? I just noticed a fraudulent charge on my mastercard for some merchandise that I didn't purchase. I feel really upset about this.,"{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=10.4, Network=mastercard. Confidence=0.95. Reasoning: The dispute explicitly mentions a fraudulent charge on a Mastercard, indicating an unauthorized transaction. The reason code 10.4 is appropriate as it corresponds to unauthorized charges, and the high confidence score reflects the clear indication of fraud in the description.",,0,0,0,0,10.4,mastercard
TRACE_SYN089,"So, I have this problem with a recent mastercard transaction where I got charged for something I never bought. It seems fraudulent and I'm really frustrated. What can I do?","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=10.4, Network=mastercard. Confidence=0.95. Reasoning: The dispute involves a Mastercard transaction where the customer claims they were charged for something they never bought, indicating an unauthorized transaction. This aligns with the Visa reason code for fraud (10.4). The explicit mention of 'mastercard' confirms the payment network.",,0,0,0,0,10.4,mastercard
TRACE_SYN090,There’s this transaction on my mastercard for merchandise that I know is fraudulent. It’s really frustrating to deal with this after my recent transaction. Can you guide me through the process?,"{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}","Classified as: Reason=10.4, Network=mastercard. Confidence=0.95. Reasoning: The dispute clearly states that the transaction is for merchandise that the customer knows is fraudulent, indicating an unauthorized charge. The payment network is explicitly mentioned as 'mastercard', and the most appropriate reason code for this situation is '10.4' for fraud (unauthorized). The confidence score is high due to the clear indication of fraud in the description.",,0,0,0,0,10.4,mastercard
TRACE_SYN091,"prod not received for old order, paid with discover","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.1, Network=discover. Confidence=0.95. Reasoning: The payment network is identified as 'Discover' based on the explicit mention in the dispute description. The reason code '13.1' is selected because the customer states that the product was not received for an old order, which aligns with the definition of merchandise not received.",,0,0,0,0,13.1,discover
TRACE_SYN092,"merchandise issue, never got item, Discover txn","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.1, Network=discover. Confidence=0.95. Reasoning: The payment network is explicitly mentioned as 'Discover'. The dispute description indicates a merchandise issue where the item was never received, which corresponds to the reason code 13.1 for 'Merchandise Not Received'. This is not a fraud-related issue as it pertains to a non-receipt of an item rather than an unauthorized transaction.",,0,0,0,0,13.1,discover
TRACE_SYN093,"old transaction, product missing, using Discover card","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.1, Network=discover. Confidence=0.9. Reasoning: The dispute involves a missing product from an old transaction, which aligns with the reason code for merchandise not received (13.1). The payment network is Discover, as explicitly mentioned in the description.",,0,0,0,0,13.1,discover
TRACE_SYN094,"purchased merch, where is it? payed through discover","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.1, Network=discover. Confidence=0.9. Reasoning: The dispute mentions that the customer purchased merchandise but has not received it, which aligns with the reason code for 'Merchandise Not Received' (13.1). The payment was made through Discover, which is explicitly stated in the description.",,0,0,0,0,13.1,discover
TRACE_SYN095,"didn’t get my product, paid with discover, help.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}","Classified as: Reason=13.1, Network=discover. Confidence=0.95. Reasoning: The payment network is identified as 'Discover' based on the explicit mention in the dispute description. The reason code '13.1' is selected because the customer states they did not receive their product, which aligns with the definition of merchandise not received.",,0,0,0,0,13.1,discover
TRACE_SYN096,"Hello, I'm writing to formally report an issue with a recent transaction on my Visa card. I was charged a high amount by a service I do not recognize. Could you please assist me in resolving this dispute? I appreciate your guidance on how to proceed with this matter.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=10.4, Network=visa. Confidence=0.95. Reasoning: The dispute involves an unrecognized charge on a Visa card, which aligns with the fraud reason code 10.4 for unauthorized transactions. The customer explicitly states they do not recognize the service, indicating a potential fraud situation.",,0,0,0,0,10.4,visa
TRACE_SYN097,"To whom it may concern, I would like to discuss a charge that appears on my Visa statement. It’s a significant amount for a service I am not familiar with, and I am seeking clarification and resolution regarding this unrecognized transaction. Please advise on how I should handle this dispute.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=10.4, Network=visa. Confidence=0.95. Reasoning: The dispute mentions an unrecognized transaction on a Visa statement, indicating a potential unauthorized charge. The most appropriate reason code is 10.4, which corresponds to fraud or unauthorized transactions. The high confidence score reflects the clear indication of unfamiliarity with the charge.",,0,0,0,0,10.4,visa
TRACE_SYN098,"Hi, I have a formal inquiry regarding an unrecognized service transaction made with my Visa. The amount charged is quite high, and I need to contest this charge. Can you please help me by providing the steps necessary to resolve this issue? Thank you!","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=10.4, Network=visa. Confidence=0.95. Reasoning: The dispute involves an unrecognized service transaction on a Visa card, indicating a potential unauthorized charge. The description suggests the customer did not authorize this transaction, which aligns with the fraud reason code 10.4.",,0,0,0,0,10.4,visa
TRACE_SYN099,"Good day, I am contacting you regarding an unexpected charge that has recently appeared on my Visa card. It’s for an unspecified service, and I find it challenging to recognize. The amount is notably high. Could you please provide support in disputing this transaction? I look forward to your prompt response.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=10.4, Network=visa. Confidence=0.95. Reasoning: The dispute involves an unexpected charge on a Visa card that the customer does not recognize, indicating a potential unauthorized transaction. The specific mention of an 'unspecified service' and the customer's difficulty in recognizing the charge aligns with the fraud reason code 10.4.",,0,0,0,0,10.4,visa
TRACE_SYN100,"Dear customer service, I’m reaching out about a high amount charged to my Visa, which I don’t recognize as a service that I availed. It is essential that this dispute be addressed promptly. Please let me know what information you need from me to initiate the resolution process. Thank you for your assistance.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=10.4, Network=visa. Confidence=0.95. Reasoning: The dispute involves an unrecognized charge on a Visa card, which indicates a potential unauthorized transaction. The specific mention of not recognizing the charge aligns with the fraud reason code 10.4.",,0,0,0,0,10.4,visa
TRACE_SYN101,"I recently tried to make a payment for a service with a merchant using my Visa card, but it looks like the payment was never processed. I'm really frustrated about this, can you help me figure out what went wrong?","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.1, Network=visa. Confidence=0.85. Reasoning: The dispute involves a payment that was attempted but not processed, indicating that the service was not received. This aligns with the reason code for 'Merchandise Not Received' (13.1). The payment network is identified as Visa since it is explicitly mentioned in the description.",,0,0,0,0,13.1,visa
TRACE_SYN102,"Hey there! I'm experiencing some issues with a recent transaction. I used my Visa card for a service but the credit hasn’t been processed yet. It’s quite annoying, and I just want to get this resolved quickly, please.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.6, Network=visa. Confidence=0.95. Reasoning: The payment network is identified as Visa based on the explicit mention in the dispute description. The reason code 13.6 is selected because the customer is experiencing an issue with a credit not being processed for a service they paid for, which aligns with the description of a refund or credit not being received.",,0,0,0,0,13.6,visa
TRACE_SYN103,URGENT! I’m so frustrated right now. I recently booked a service with my Visa card but the payment hasn’t gone through. Can someone please investigate why my credit didn’t process? I need to resolve this as soon as possible!,"{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.6, Network=visa. Confidence=0.9. Reasoning: The payment issue described indicates that the customer is frustrated due to a credit not being processed for a service booked with their Visa card. This aligns with the reason code 13.6, which pertains to situations where a refund or credit was promised but not received. The mention of 'Visa' confirms the payment network.",,0,0,0,0,13.6,visa
TRACE_SYN104,Hello! I’m writing to report a problem with my most recent Visa transaction for a service. The credit seems to not have been processed and it’s leaving me feeling upset. Can your team assist me in understanding what happened?,"{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.6, Network=visa. Confidence=0.95. Reasoning: The dispute mentions a problem with a Visa transaction where a credit was not processed, which aligns with the reason code for 'Credit Not Processed' (13.6). The network is explicitly stated as Visa.",,0,0,0,0,13.6,visa
TRACE_SYN105,"I need help! I made a recent payment using my Visa card for some services, but it seems my credit wasn’t processed. This is really frustrating! Could you please provide high detail on this issue and how to fix it? Thank you.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}","Classified as: Reason=13.6, Network=visa. Confidence=0.9. Reasoning: The payment network is identified as Visa based on the explicit mention in the dispute description. The reason code 13.6 is selected because the customer is indicating that their credit for a service payment was not processed, which aligns with the description of a refund or credit not being received.",,0,0,0,0,13.6,visa
