Trace_ID,User_Query,Expected_Reason,Predicted_Reason,Expected_Network,Predicted_Network,Confidence,Reasoning,Dimension_Tuple,Reason_Match,Network_Match
SYN002,Duplicate payment on my Visa? Confused about this merchandise transaction.,duplicate,12.6,visa,visa,0.95,The dispute mentions a 'duplicate payment' which directly corresponds to the reason code for duplicate transactions (12.6). The payment network is explicitly stated as 'Visa'.,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN055,"To whom it may concern, I am writing to report a fraudulent transaction. It was a small payment made via Visa for some services, and I do not recognize it. Please advise on the dispute process.",fraudulent,10.4,visa,visa,0.95,"The dispute involves a fraudulent transaction reported by the customer, who does not recognize the charge made via Visa. This aligns with the reason code for unauthorized transactions (10.4). The high confidence score reflects the clear indication of fraud in the description.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN081,I noticed that my payment to a service merchant using my Amex card hasn't been processed for an old transaction. Can you help me resolve this?,credit_not_processed,13.6,amex,amex,0.9,"The payment dispute involves an Amex card and relates to a transaction that hasn't been processed, indicating a potential issue with a credit not being processed. The most appropriate reason code is 13.6, as the customer is likely expecting a credit or resolution for a service that was not fulfilled.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN134,"Hi there, I've got a neutral concern regarding my canceled subscription. My payment network is Discover, and I noticed a low amount was still charged from the services merchant after the cancellation. What do I do about this?",subscription_canceled,13.2,discover,discover,0.95,"The payment network is explicitly mentioned as Discover. The reason for the dispute relates to a canceled subscription where a charge was still applied, which aligns with the reason code for subscription cancellation (13.2). This is not a fraud case as the charge is recognized but disputed due to the cancellation.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN108,"Hello, I used my Discover card to buy some merchandise last week, but I’m still waiting for it to arrive. Can you assist me with this issue?",product_not_received,13.1,discover,discover,0.95,"The dispute involves a customer who has not received merchandise purchased with a Discover card, which aligns with the reason code for 'Merchandise Not Received' (13.1). The network is explicitly mentioned as 'Discover', and the nature of the complaint does not indicate any fraudulent activity.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN161,"I'm reaching out regarding a recent transaction I made a while back with my Mastercard for some merchandise. I noticed something unusual, and I would appreciate your guidance on resolving this issue.",general,13.1,mastercard,mastercard,0.85,"The dispute involves a transaction made with a Mastercard for merchandise, and the customer mentions noticing something unusual, which suggests a potential issue with the order. The most appropriate reason code is 13.1 (Merchandise Not Received) as it aligns with the context of the complaint regarding merchandise.","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN187,"I’m really frustrated right now because I used my Amex for a recent transaction on services, and it’s just not acceptable. What can I do about this?",product_unacceptable,13.3,amex,amex,0.85,"The dispute involves dissatisfaction with services rendered, which suggests a quality issue. The network is identified as 'Amex' based on the explicit mention in the description.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN214,"Hey, I need some help... I made a payment with my visa for some services, but I never got the product. It’s been a bit since the transaction, and I feel a bit stuck. Any advice?",product_not_received,13.1,visa,visa,0.95,"The payment was made with a Visa card and the customer did not receive the product they paid for, which aligns with the reason code for 'Merchandise Not Received' (13.1). The description does not indicate any unauthorized transaction, thus it is not classified as fraud.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN003,Why did I get charged twice for an old order on my visa?,duplicate,12.6,visa,visa,0.95,"The dispute mentions being charged twice for an old order, which directly indicates a duplicate transaction. The payment network is identified as Visa since it is explicitly mentioned in the description.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN056,I'm really confused about a recent service I paid for with my Amex card. The product really doesn't meet my expectations and I spent a high amount on it. Can you help me understand what to do next?,product_unacceptable,13.3,amex,amex,0.9,"The dispute involves a service that did not meet the customer's expectations, indicating a quality issue. The payment was made with an Amex card, which is explicitly mentioned in the description.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN029,"I am very frustrated! I paid with my Amex for some merchandise, yet the product I received is totally unacceptable. For the low amount I spent, I didn’t expect this. Plz help me with a dispute!",product_unacceptable,13.3,amex,amex,0.95,"The payment network is identified as 'Amex' based on the explicit mention in the dispute description. The reason code '13.3' is selected because the customer is dissatisfied with the quality of the merchandise received, indicating it is not as described or defective.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN082,"Hey there, can someone explain why my Amex charge for a service transaction from a while back isn't showing as processed? I’m a bit confused.",credit_not_processed,13.6,amex,amex,0.85,"The dispute involves an Amex charge for a service transaction that is not showing as processed, indicating a potential issue with a credit not being processed. The mention of confusion about the charge suggests that the customer is expecting a refund or credit that has not been received, which aligns with reason code 13.6.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN109,"So, I made a purchase recently with my Discover card for some products, and they haven’t shown up yet. Any idea what steps I should take next? Thanks!",product_not_received,13.1,discover,discover,0.95,"The dispute involves a purchase made with a Discover card for products that have not yet arrived, which aligns with the reason code for 'Merchandise Not Received' (13.1). The network is identified as 'discover' based on the explicit mention in the description.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN135,"Hi! I canceled my subscription for a services provider, but I noticed a low amount was charged to my Discover account. Can you provide details on why this charge occurred after cancellation? Thanks!",subscription_canceled,13.2,discover,discover,0.95,"The dispute involves a charge after the cancellation of a subscription, which aligns with the reason code for subscription cancellation (13.2). The payment network is identified as Discover, as it is explicitly mentioned in the dispute description.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN162,"Hello, I hope you're doing well. I have a neutral concern about an old transaction I completed using my Mastercard. It was related to a purchase of merchandise and I'm not quite sure how to proceed with a dispute. Can you assist me?",general,13.1,mastercard,mastercard,0.85,"The dispute involves a concern about a merchandise purchase made with a Mastercard, indicating that the customer did not receive the item. This aligns with the reason code for 'Merchandise Not Received' (13.1). The network is identified as Mastercard based on the explicit mention in the description.","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN215,"I paid for a service with my visa in the past, but I still haven’t received it. What steps can I take to dispute this matter? Appreciate your support!",product_not_received,13.1,visa,visa,0.95,"The dispute involves a service that was paid for but not received, which aligns with the reason code for 'Merchandise Not Received' (13.1). The payment network is identified as 'visa' since it is explicitly mentioned in the description.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN188,"Hey, I had an issue with a service I paid for with my Amex. The product was not acceptable and I just did this transaction recently. Can you help me figure this out?",product_unacceptable,13.3,amex,amex,0.95,"The payment network is identified as 'Amex' based on the user's mention of 'Amex' in the dispute description. The reason code '13.3' is selected because the user indicates that the product was not acceptable, which aligns with the definition of 'Not as Described/Defective'. The confidence score is high due to the clear indication of the network and the nature of the complaint.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN004,Help! I have a duplicate charge for merchandise on my visa from a while ago.,duplicate,12.6,visa,visa,0.95,"The dispute mentions a duplicate charge for merchandise, which directly corresponds to the reason code for duplicate transactions (12.6). The payment network is identified as Visa since it is explicitly mentioned in the description.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN110,"I placed an order for some merchandise using my Discover card, but I haven’t received it yet. Can you help me resolve this situation?",product_not_received,13.1,discover,discover,0.95,The payment network is Discover as explicitly mentioned in the dispute description. The reason code 13.1 is appropriate because the customer states they have not received the merchandise they ordered.,"{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN030,"My recent purchase with Amex for merchandise was really disappointing, and I’d rate it unacceptable. This was a low amount transaction and I’m just so frustrated. How do I go about resolving this issue?",product_unacceptable,13.3,amex,amex,0.85,"The dispute involves dissatisfaction with merchandise quality, which aligns with the reason code for 'Not as Described/Defective'. The payment network is identified as Amex based on the explicit mention in the description.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN057,Hi! I need help! I used my American Express for a high-value service but the product is unacceptable. I feel so lost as to what steps I should take for a refund. Can you guide me?,product_unacceptable,13.3,amex,amex,0.95,"The payment network is identified as 'American Express' based on the explicit mention in the dispute description. The reason code '13.3' is selected because the customer states that the product is 'unacceptable', indicating a quality issue or that the product was not as described.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN083,"I'm trying to check on an old transaction I made with my Amex for some services, but it looks like the payment hasn't gone through? What do I do?",credit_not_processed,13.1,amex,amex,0.85,"The dispute involves a transaction with Amex where the customer is inquiring about a payment that appears not to have gone through. This suggests a potential issue with the transaction being processed rather than fraud. The most appropriate reason code is 13.1, as it relates to merchandise not being received or a service not being completed.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN136,Duplicate txn on amex for merchandise. Low amount.,duplicate,12.6,amex,amex,0.95,"The dispute involves a duplicate transaction on Amex for merchandise, which directly corresponds to the reason code for duplicate transactions (12.6). The network is identified as Amex based on the description.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN031,I think there's been some sort of fraud with a recent transaction on my discover card for a service that was only a few dollars. I’m feeling really frustrated because I didn’t authorize it.,fraudulent,10.4,discover,discover,0.95,"The dispute involves a claim of unauthorized transaction on a Discover card, which directly indicates potential fraud. The reason code 10.4 is appropriate as the customer states they did not authorize the charge.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN189,"So I paid using Amex for some services, and honestly, the product I got was unacceptable. I’m feeling really frustrated with this recent transaction. What’s the process for getting this resolved?",product_unacceptable,13.3,amex,amex,0.95,"The payment network is identified as Amex based on the explicit mention in the dispute description. The reason code 13.3 is selected because the customer expresses dissatisfaction with the product received, indicating it was not as described or defective.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN163,"I need help with a transaction dispute. A while back, I bought some merchandise using my mastercard, and I'm unsure about some details. Can you help me with the specifics of what I need to do?",general,13.1,mastercard,mastercard,0.85,"The dispute involves a transaction made with a Mastercard, and the customer is unsure about the details of the purchase. This suggests a potential issue with the merchandise not being received, which aligns with the reason code 13.1 for 'Merchandise Not Received'. The confidence score reflects the clarity of the description regarding the uncertainty about the transaction.","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN005,"I was charged twice for the same thing on my visa. It's an old transaction, very confusing!",duplicate,12.6,visa,visa,0.95,"The dispute mentions being charged twice for the same transaction, which aligns with the reason code for duplicate transactions (12.6). The payment network is identified as Visa since it is explicitly mentioned in the description.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN216,"I recently canceled my subscription for a service I was using, but I noticed that my Discover card was still charged a small amount. Can you help me resolve this issue? I'm really frustrated about how this happened and want to make sure it doesn't happen again.",subscription_canceled,13.2,discover,discover,0.95,"The dispute involves a charge after the cancellation of a subscription, which aligns with the reason code for subscription cancellation (13.2). The payment network is Discover, as explicitly mentioned in the dispute description.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN058,"Hey, I have a serious issue with a payment I made through Amex for some services. The product was way below what I thought it would be, and now I’m left feeling quite confused about how to resolve this. What should I do?",product_unacceptable,13.3,amex,amex,0.9,"The payment was made through Amex, as explicitly mentioned in the dispute description. The issue described relates to the product being below expectations, which aligns with the reason code for 'Not as Described/Defective' (13.3). The customer is not claiming fraud but rather a quality issue with the service received.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN137,"Hey, I found a duplicate charge using Amex for merch, small amnt.",duplicate,12.6,amex,amex,0.95,"The dispute mentions a duplicate charge, which directly corresponds to the reason code for duplicate transactions (12.6). The payment network is explicitly stated as Amex.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN084,"My credit card transaction for a service paid with Amex hasn't been processed yet, and it's an old charge. Is there any way to fix this?",credit_not_processed,13.6,amex,amex,0.9,"The dispute involves an Amex transaction that has not been processed yet, indicating a potential issue with a credit not being processed. The most appropriate reason code is 13.6, which relates to refunds or credits that were promised but not received. The network is identified as Amex based on the explicit mention in the description.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN111,I need help with a duplicate charge on my Mastercard for a service I used a while back. It’s really frustrating!,duplicate,12.6,mastercard,mastercard,0.95,"The dispute mentions a duplicate charge specifically on a Mastercard, which directly indicates the payment network. The nature of the complaint about being charged twice corresponds to the reason code for duplicate transactions (12.6). The situation does not involve fraud as the customer recognizes the charge but is disputing its duplication.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN164,"Hey there, I’ve got a question regarding an old transaction made with my Mastercard. I bought some merchandise, and I think there’s a discrepancy. How do I go about filing a dispute? Thanks!",general,13.1,mastercard,mastercard,0.85,"The dispute involves a discrepancy regarding a merchandise purchase made with a Mastercard. The description suggests that the customer believes there is an issue with the transaction, which aligns with the reason code for merchandise not received (13.1). The network is identified as Mastercard since it is explicitly mentioned in the dispute.","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN190,"I can't believe how unacceptable this service has been! I used my Amex card for a recent transaction, and I'm really frustrated. Can you guide me on what steps to take?",product_unacceptable,13.3,amex,amex,0.85,"The dispute involves frustration with service quality, which aligns with the 'Not as Described/Defective' reason code (13.3). The payment network is identified as Amex based on the explicit mention of the card used.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN032,"Can you help me with a dispute? I was charged by a merchant for a service, but I never made that payment using discover! It’s only a small amount but it feels fraudulent and I’m so annoyed.",fraudulent,10.4,discover,discover,0.95,"The dispute clearly states that the user did not authorize the payment, indicating a potential fraudulent charge. The payment network mentioned is 'discover', which aligns with the user's claim of an unauthorized transaction.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN217,"Hey there, I'm having a problem with a charge on my Discover card related to a service subscription I thought I canceled. It’s a low amount, but it’s still annoying! I need some assistance figuring out why this charge went through.",subscription_canceled,13.2,discover,discover,0.95,"The dispute is related to a subscription charge that the customer believed they had canceled, which aligns with the reason code for subscription cancellation (13.2). The payment network is identified as Discover, as the customer explicitly mentioned their Discover card.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN006,I noticed that my recent payment to a service using my Discover card hasn't been processed yet. Can you help me figure out what's wrong?,credit_not_processed,13.1,discover,discover,0.85,"The dispute involves a payment that has not been processed, which aligns with the reason code for merchandise not received (13.1). The payment network is Discover, as explicitly mentioned in the description.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN059,"Hello, I’m reaching out because I’m really puzzled by the service I paid a high amount for with my Amex card. The product doesn't seem acceptable at all. Can you provide detailed steps on how I might go about disputing this?",product_unacceptable,13.3,amex,amex,0.95,"The payment network is identified as 'Amex' based on the mention of the Amex card in the dispute description. The reason code '13.3' is selected because the customer expresses dissatisfaction with the product's quality, indicating it is not as described or defective.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN085,"I have a neutral feeling about this situation, but my payment with Amex for services from an old transaction still isn't processed. Is there anything you can do?",credit_not_processed,13.6,amex,amex,0.85,"The dispute involves a payment with Amex for services from an old transaction that has not been processed, indicating a potential issue with a credit not being processed. The description does not suggest any unauthorized transaction, hence it is classified as a credit not processed (13.6). The network is explicitly mentioned as Amex.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN112,Why am I seeing a duplicate transaction on my Mastercard statement for that service I paid for ages ago? It’s so annoying!,duplicate,12.6,mastercard,mastercard,0.95,"The dispute mentions a duplicate transaction on a Mastercard statement, indicating a billing error related to double charging. The specific mention of 'duplicate transaction' aligns with the reason code 12.6 for duplicate charges.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN138,Amex charge for merch looks duplicate. Can you fix? Low value issue.,duplicate,12.6,amex,amex,0.95,"The dispute mentions a duplicate charge for merchandise, which aligns with the reason code for duplicate transactions (12.6). The network is identified as Amex based on the explicit mention of 'Amex' in the description.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN165,"Hi! I hope you can help me. I have this neutral query about an old purchase made with my Mastercard for some merchandise. I'm not clear if I need to dispute anything or just need more info, so please advise.",general,13.1,mastercard,mastercard,0.85,"The dispute involves a neutral query about an old purchase made with a Mastercard, indicating uncertainty rather than a clear dispute. The mention of merchandise suggests a potential issue with receipt, which aligns with the reason code for merchandise not received (13.1). The confidence score reflects the clarity of the network and the nature of the inquiry.","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN191,"I'm really frustrated with my recent purchase. The item I bought through Visa from your store is just unacceptable. It was a small amount, but I feel like I've wasted my money. What can I do?",product_unacceptable,13.3,visa,visa,0.9,"The payment network is identified as Visa based on the explicit mention in the dispute description. The reason code 13.3 is selected because the customer expresses dissatisfaction with the quality of the item purchased, indicating it was not as described or defective.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN033,"I just noticed a charge on my discover card for some service that I know I didn’t pay for. It’s not a big amount, but I’m really frustrated and wondering if this is fraudulent? What should I do?",fraudulent,10.4,discover,discover,0.95,"The dispute involves an unrecognized charge on a Discover card, which indicates a potential unauthorized transaction. The description suggests the cardholder did not authorize the charge, aligning with the fraud reason code 10.4.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN007,"Hey, I made a transaction for a service recently and it seems like my Discover credit card payment is still not processed. What can I do?",credit_not_processed,13.6,discover,discover,0.9,"The dispute involves a payment that has not been processed for a service, which aligns with the reason code for 'Credit Not Processed' (13.6). The payment network is identified as 'Discover' based on the explicit mention in the description.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN060,Can someone please help me?? I’m feeling confused after using my Amex for a service that turned out to be unacceptable. I’m concerned since it was a large sum of money. What can I do about this issue?,product_unacceptable,13.3,amex,amex,0.95,"The payment network is identified as 'Amex' based on the explicit mention in the dispute description. The reason code '13.3' is selected because the customer expresses dissatisfaction with the service received, indicating it was unacceptable, which aligns with the 'Not as Described/Defective' category.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN086,Duplicate charge on recent MC transaction for services.,duplicate,12.6,mastercard,mastercard,0.95,"The dispute involves a duplicate charge on a recent Mastercard transaction, which directly corresponds to the reason code for duplicate transactions (12.6). The network is identified as Mastercard based on the description.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN218,"Umm, so I canceled my subscription a while back because I wasn't happy with the service, but I just saw a charge from that service on my Discover account. It's not a big amount but I feel really frustrated. Can you check this for me and help me dispute this? THanks!",subscription_canceled,13.2,discover,discover,0.95,The dispute involves a charge for a subscription that the customer claims to have canceled. This aligns with the reason code for 'Subscription Canceled' (13.2). The payment network is identified as 'Discover' since it is explicitly mentioned in the dispute description.,"{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN113,I just noticed a second charge from that service on my Mastercard. It’s an old transaction and I’m feeling pretty frustrated about it. Can you help?,duplicate,12.6,mastercard,mastercard,0.85,"The dispute mentions a second charge from a service, indicating a potential duplicate transaction. The payment network is explicitly stated as Mastercard, which is used for classification.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN139,Duplicate payment for a low amount on my Amex... merch order. Need help!,duplicate,12.6,amex,amex,0.95,"The dispute mentions a 'duplicate payment', which directly corresponds to the reason code for duplicate transactions (12.6). The payment network is explicitly stated as 'Amex', so it has been classified accordingly.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
