dispute_id,variation_type,status,expected_network,actual_network,network_match,expected_category,actual_category,category_match,expected_code,actual_code,code_match,confidence,reasoning,description
gen_amex_P22_narrative,narrative,FAIL,amex,amex,True,general,general,True,P22,P01,False,0.9,"Category: The dispute involves a card that is not working during transactions, but there is no indication of fraud or unauthorized use. The user is seeking assistance to understand the issue with their card, which does not fit into the other specified categories. | Code: The user is experiencing issues with their card not working at multiple stores, which suggests that the card number may not be recognized as valid. This aligns with the reason code P01, which indicates an unassigned card number.","Hello, I hope you're having a good day. I was just trying to buy some groceries when I noticed something odd. My card, which I've been using for years without any issues, suddenly didn't work. I double-checked the number, and it seems correct. I even tried it at another store, but the same thing happened. Could you please help me understand what's going on? Thank you so much for your assistance. (Network: Amex)"
gen_amex_R03_emotional,emotional,FAIL,amex,amex,True,general,credit_not_processed,False,R03,C02,False,0.95,"Category: The cardholder is demanding a refund and expressing frustration that their issue has not been resolved, indicating they likely returned goods or canceled services but have not received their money back. | Code: The dispute clearly indicates frustration over a lack of resolution regarding a refund, which aligns directly with the reason code C02: Credit Not Processed. The customer is demanding their money back, suggesting that a credit transaction was expected but has not been completed.",WHY IS THIS STILL NOT FIXED?! I NEED MY MONEY BACK NOW! THIS IS UNACCEPTABLE! (Network: Amex)
gen_amex_P22_ambiguous,ambiguous,FAIL,amex,amex,True,general,unrecognized,False,P22,F24,False,0.9,"Category: The dispute description indicates confusion at the checkout and a mismatch, but does not explicitly claim fraud or that the transaction was unauthorized. The cardholder is seeking clarification about the transaction, which aligns with the unrecognized category. | Code: The dispute description indicates a situation where the cashier was puzzled, suggesting there may have been an issue with the authorization of the transaction. The phrase 'mismatch somewhere' implies that the cardholder may not have authorized the charge properly, which aligns with the reason code F24: No Cardholder Authorization.","I was at the checkout, and something unexpected happened. The cashier looked puzzled, and I felt a bit embarrassed. It seemed like there was a mismatch somewhere. Could you look into this for me? (Network: Amex)"
gen_amex_P22_emotional,emotional,FAIL,amex,amex,True,general,general,True,P22,A02,False,0.9,"Category: The dispute description indicates frustration with a card not working and a need for immediate resolution, but it does not specify any issues related to fraud, product receipt, or any of the other specific categories. Therefore, it fits best under 'general'. | Code: The dispute indicates that the card is not working, which suggests that there may be an issue with the authorization of the card. The most fitting reason code is A02: No Valid Authorization, as it directly relates to the inability to process transactions due to lack of proper authorization.",WHY IS MY CARD NOT WORKING? FIX THIS NOW! I NEED IT TODAY! (Network: Amex)
gen_amex_R03_narrative,narrative,PASS,amex,amex,True,general,unrecognized,False,R03,R03,True,0.85,"Category: The cardholder is inquiring about a charge they previously raised a concern about, indicating they do not recognize the transaction or its resolution status, but they do not explicitly claim fraud or unauthorized use. | Code: The dispute indicates that the user had previously raised a concern about a charge but has not received a resolution, suggesting that there was an insufficient reply or follow-up regarding their initial inquiry. This aligns with the reason code R03, which pertains to insufficient replies in the dispute process.","Hello there, I hope this message finds you well. I recently had a rather busy day, juggling work and family commitments, and amidst all that, I noticed a charge on my Amex card that I had previously raised a concern about. I was under the impression that this matter was being handled, but it seems there hasn't been any resolution yet. Could you kindly look into this for me? Thank you so much for your assistance. (Network: Amex)"
gen_amex_P23_emotional,emotional,FAIL,amex,amex,True,general,general,True,P23,P05,False,0.9,"Category: The cardholder is questioning the high bill amount and expressing dissatisfaction, but does not claim fraud or that they did not authorize the charges. This fits best under 'general' as it does not specify any of the other categories. | Code: The dispute indicates that the user believes their bill is higher than expected and claims they did not spend that much. This suggests that there may be an incorrect charge amount on their bill, making 'Incorrect Charge Amount' (P05) the most appropriate reason code.",WHY IS MY BILL SO HIGH? FIX THIS NOW! I DIDN'T SPEND THAT MUCH! (Network: Amex)
gen_amex_P23_narrative,narrative,PASS,amex,amex,True,general,unrecognized,False,P23,P23,True,0.9,"Category: The cardholder is questioning a charge on their statement that appears higher than expected, indicating confusion about the transaction rather than claiming fraud or unauthorized use. | Code: The dispute involves a discrepancy between the amount charged in euros and the amount reflected in dollars on the credit card statement. This suggests a potential issue with currency conversion, which aligns with the 'Currency Discrepancy' reason code (P23). The user is questioning the higher amount charged, indicating that the charge may not match their expectations based on the original euro amount.","Hello there, I hope you're having a wonderful day. I recently returned from a lovely trip to Europe, where I enjoyed some delightful meals and sightseeing. However, upon reviewing my credit card statement, I noticed something peculiar. The amounts charged seem higher than what I recall spending. I remember paying for a dinner that was supposed to be 50 euros, but it appears as a much larger amount in dollars. Could you please help me understand this discrepancy? Thank you so much for your assistance. (Network: Amex)"
gen_amex_P23_ambiguous,ambiguous,FAIL,amex,amex,True,general,unrecognized,False,P23,P05,False,0.9,"Category: The cardholder is confused about the transaction amounts and is requesting clarification, indicating they do not recognize the changes, but they do not explicitly claim fraud or unauthorized charges. | Code: The dispute description indicates that the user noticed discrepancies in the transaction amounts, suggesting that the charge amounts may not match what they expected. This aligns closely with the reason code P05, which pertains to an 'Incorrect Charge Amount'.",I was reviewing my recent transactions and noticed something odd. The numbers don't quite match up with what I expected. It's like the amounts have changed since I last checked. Could you look into this for me? (Network: Amex)
gen_amex_R03_ambiguous,ambiguous,PASS,amex,amex,True,general,general,True,R03,R03,True,0.85,"Category: The dispute description indicates that there is an unresolved issue from a previous month, but it does not specify the nature of the problem or fit into any of the other specific categories. Therefore, it is classified as 'general'. | Code: The dispute description indicates that there is an unresolved issue from a previous transaction, suggesting that the user is seeking clarification or a response regarding a prior charge. The code R03 (Insufficient Reply) fits this situation as it implies that the user did not receive adequate information or resolution regarding their previous inquiry.","I thought we had sorted out that thing from last month, but it seems like there's still something hanging. Could you check on that for me? Thanks. (Network: Amex)"
gen_amex_R13_emotional,emotional,FAIL,amex,amex,True,general,credit_not_processed,False,R13,C02,False,0.95,"Category: The user is demanding a refund and expressing frustration over a lack of response, indicating they have likely returned goods or canceled a service but have not received their money back. | Code: The dispute clearly indicates a request for a refund and expresses frustration over a lack of response regarding the credit. This aligns directly with the reason code C02, which specifically addresses situations where a credit has not been processed.",WHY NO RESPONSE? FIX THIS NOW! I NEED MY MONEY BACK! (Network: Amex)
gen_amex_R13_ambiguous,ambiguous,PASS,amex,amex,True,general,general,True,R13,R13,True,0.9,"Category: The dispute description does not clearly fit into any of the specific categories. The user is inquiring about a lack of response regarding a previous statement issue, which does not indicate fraud, non-receipt of product, or any other specific complaint. | Code: The dispute description indicates that the user has reached out previously but has not received a response, which aligns with the reason code R13: No Reply. This code is appropriate as it reflects the lack of communication from the service provider regarding the user's inquiry.","I reached out a while back about something on my statement. It's been quiet on the other end, and I'm left wondering if there's a way to move forward. Any insights? (Network: Amex)"
gen_amex_R13_narrative,narrative,FAIL,amex,amex,True,general,fraudulent,False,R13,F24,False,0.95,"Category: The cardholder claims they noticed a charge on their Amex card that they do not recall authorizing, indicating a potential unauthorized transaction, which fits the definition of fraudulent. | Code: The dispute description indicates that the cardholder does not recall authorizing the charge, which suggests a lack of authorization for the transaction. This aligns closely with reason code F24: No Cardholder Authorization, making it the most appropriate choice.","Hello there, I hope this message finds you well. I recently had a rather busy day, juggling work and family commitments, and amidst all that, I noticed a charge on my Amex card that I don't recall authorizing. I tried reaching out to the merchant, but it seems like my emails are going into a void. It's quite puzzling, and I would appreciate any guidance you can provide on how to resolve this matter. Thank you for your assistance. (Network: Amex)"
gen_discover_AA_narrative,narrative,PASS,discover,discover,True,unrecognized,unrecognized,True,AA,AA,True,0.95,"Category: The cardholder does not recognize a charge on their statement and is seeking clarification, but they do not explicitly claim that the transaction is fraudulent or unauthorized. | Code: The customer does not recognize the charge on their credit card statement and is seeking clarification about it. This aligns perfectly with the reason code 'AA: Does Not Recognize', as the customer is unsure about the transaction and is looking for assistance.","Hello, I hope you're having a good day. I was just going through my credit card statement while sipping my morning coffee, and I noticed a charge that I don't recall making. It's been a busy week with work and family commitments, so I might have overlooked something, but I genuinely don't remember this transaction. Could you please help me understand what this is about? Thank you so much for your assistance. (Network: Discover)"
gen_discover_AA_emotional,emotional,FAIL,discover,discover,True,unrecognized,fraudulent,False,AA,UA02,False,0.95,"Category: The cardholder explicitly states they did not buy anything and demands to fix the charge, indicating they believe the transaction is unauthorized. | Code: The dispute indicates that the user did not authorize any purchase, suggesting that the transaction was made without their consent. This aligns with the definition of a 'Card Not Present Transaction', which typically involves online or phone transactions where the cardholder is not physically present. Therefore, UA02 is the most appropriate code for this situation.",WHAT IS THIS CHARGE?? I DIDN'T BUY ANYTHING! FIX THIS NOW! (Network: Discover)
gen_discover_AP_narrative,narrative,PASS,discover,discover,True,subscription_canceled,subscription_canceled,True,AP,AP,True,0.95,"Category: The cardholder mentions canceling a service but still sees a charge, indicating they believe they should not have been billed after cancellation. | Code: The customer mentioned that they had canceled a service but still noticed a charge on their Discover card. This directly aligns with the reason code 'AP: Cancelled Recurring Transaction', as it indicates that a recurring charge was expected to stop following a cancellation, but it continued to be processed.","Hello, I hope you're having a good day. I recently noticed a charge on my Discover card that I thought was resolved. I remember canceling this service a while back, but it seems like the charge still went through. I was just enjoying my morning coffee when I saw the notification, and it really caught me off guard. Could you please help me understand why this happened? Thank you so much for your assistance. (Network: Discover)"
gen_discover_AP_emotional,emotional,PASS,discover,discover,True,subscription_canceled,subscription_canceled,True,AP,AP,True,0.95,"Category: The cardholder states they canceled a subscription months ago but are still being charged, indicating a dispute over a recurring charge that should have stopped. | Code: The dispute clearly states that the user canceled their subscription months ago but is still being charged. The reason code 'AP' for 'Cancelled Recurring Transaction' directly addresses the situation where a recurring payment should have been stopped due to a prior cancellation, making it the most appropriate choice.",I CANCELED THIS MONTHS AGO! WHY AM I STILL CHARGED? FIX THIS NOW! (Network: Discover)
gen_discover_AA_ambiguous,ambiguous,PASS,discover,discover,True,unrecognized,unrecognized,True,AA,AA,True,0.95,"Category: The cardholder is expressing confusion about a transaction that does not fit their usual pattern, indicating they do not recognize it, but they do not explicitly claim it is fraudulent or unauthorized. | Code: The dispute description indicates that the user does not recognize a transaction that appears in their recent activities, which aligns perfectly with the reason code 'AA: Does Not Recognize'. This code is specifically designed for situations where a customer is unsure about a charge, making it the most appropriate choice.",I was reviewing my recent activities and noticed something that doesn't quite fit with my usual pattern. It's like finding a puzzle piece that doesn't belong to the picture. Could you help me sort this out? (Network: Discover)
gen_discover_AT_emotional,emotional,FAIL,discover,discover,True,general,fraudulent,False,AT,UA02,False,0.95,"Category: The cardholder is expressing concern about a charge made to their card without their authorization, indicating a potential fraudulent transaction. | Code: The dispute indicates that the card was charged without the user's consent, suggesting a fraudulent transaction. Since the description does not specify that the card was physically present during the transaction, the most appropriate code is UA02, which covers fraud for card not present transactions.",WHY was my card charged without my OK? FIX THIS NOW! (Network: Discover)
gen_discover_AP_ambiguous,ambiguous,FAIL,discover,discover,True,subscription_canceled,general,False,AP,NC,False,0.85,"Category: The dispute description indicates a need to revisit a previous conversation, suggesting a misunderstanding or oversight rather than a specific issue related to fraud, product receipt, or any other defined category. Therefore, it fits best under 'general'. | Code: The dispute description indicates a need to revisit a previous conversation, suggesting that there may be a lack of clarity or resolution regarding the transaction. Since the issue does not fit neatly into the other specific categories provided, 'Not Classified' (NC) is the most appropriate choice, as it encompasses disputes that do not have a clear reason code.","I thought we were done with this, but it seems like something slipped through the cracks. Can we revisit our previous conversation? (Network: Discover)"
gen_discover_AT_narrative,narrative,FAIL,discover,discover,True,general,fraudulent,False,AT,UA02,False,0.9,"Category: The cardholder noticed a charge they do not recall authorizing, which indicates a potential unauthorized transaction, fitting the definition of fraudulent. | Code: The dispute description indicates that the user noticed a charge they do not recall authorizing, which suggests a potential fraudulent transaction. Since the user did not mention the transaction being made in person (card present), the most appropriate code is UA02, which covers fraud for card not present transactions.","Hello there, I hope you're having a good day. I was just going through my credit card statement while sipping my morning coffee, and I noticed something odd. There was a charge that I don't recall authorizing. It's quite puzzling because I usually keep track of my expenses meticulously. Could you please help me understand what happened here? Thank you so much for your assistance. (Network: Discover)"
gen_discover_AT_ambiguous,ambiguous,FAIL,discover,discover,True,general,unrecognized,False,AT,AA,False,0.95,"Category: The cardholder is unsure about a transaction on their statement and is seeking clarification, which indicates they do not recognize the transaction details. | Code: The dispute description indicates that the user does not recognize a transaction on their statement, which aligns perfectly with the reason code 'AA: Does Not Recognize'. This code is specifically designed for situations where a customer is unclear about a charge, suggesting a mix-up or misunderstanding, which is exactly what the user is experiencing.",I noticed something unusual on my statement. It seems like there was a mix-up or misunderstanding with a recent transaction. Could you look into it and clarify what might have gone wrong? (Network: Discover)
gen_discover_AW_emotional,emotional,FAIL,discover,discover,True,general,unrecognized,False,AW,AA,False,0.95,"Category: The cardholder is questioning the accuracy of their bill and claims they did not spend that much, indicating confusion about the charges rather than claiming fraud or unauthorized transactions. | Code: The dispute description indicates that the user does not recognize the charges on their bill and believes the amount is incorrect. The reason code 'AA: Does Not Recognize' directly aligns with the user's claim of not spending the amount reflected in the bill.",WHY IS MY BILL WRONG? FIX IT NOW! I DIDN'T SPEND THAT MUCH! (Network: Discover)
gen_discover_AW_narrative,narrative,FAIL,discover,discover,True,general,unrecognized,False,AW,AA,False,0.95,"Category: The cardholder is questioning a charge on their statement that does not match their recollection of the transaction amount. They do not claim fraud or unauthorized use, but they do not recognize the higher charge. | Code: The customer is disputing a charge that they do not recognize as accurate, claiming that the amount charged is higher than what they agreed to at the point of sale. This aligns with the 'Does Not Recognize' reason code, as the customer is questioning the legitimacy of the charge based on their recollection of the transaction.","Hi there, I hope you're having a good day. I was just reviewing my recent credit card statement over my morning coffee, and I noticed something odd. It seems the amount charged for my last purchase at the local bookstore is higher than what I remember agreeing to. I distinctly recall the cashier telling me the total was $25, but my statement shows $35. Could you please look into this for me? Thank you so much for your help! (Network: Discover)"
gen_discover_AW_ambiguous,ambiguous,FAIL,discover,discover,True,general,unrecognized,False,AW,AA,False,0.95,"Category: The cardholder is questioning the accuracy of their transaction details but does not explicitly claim fraud or unauthorized charges. They are seeking clarification on the discrepancies. | Code: The dispute description indicates that the user does not recognize certain transactions and feels that the numbers do not match their recollection. This aligns perfectly with the reason code 'AA: Does Not Recognize', as it directly addresses the user's confusion regarding the legitimacy of the charges.",I was going through my recent transactions and something doesn't quite add up. The numbers seem a bit off from what I recall. Could you help clarify this for me? (Network: Discover)
gen_discover_CD_narrative,narrative,FAIL,discover,discover,True,general,unrecognized,False,CD,AA,False,0.95,"Category: The cardholder noticed a discrepancy with a charge that does not match their memory of spending, indicating they do not recognize the transaction details, but they do not explicitly claim fraud. | Code: The customer is disputing a charge that they do not recognize, indicating that they believe it was posted incorrectly. This aligns perfectly with the reason code 'AA: Does Not Recognize', as the customer is questioning the validity of the charge on their statement.","Hello Discover Team,

I hope this message finds you well. I recently had a rather busy day, running errands and catching up with an old friend over coffee. It was a lovely afternoon, but when I got home and checked my credit card statement, I noticed something odd. There seems to be a discrepancy with a charge that doesn't match what I remember spending. I believe it might have been posted incorrectly. Could you please look into this for me? I appreciate your help in resolving this matter.

Thank you and have a great day! (Network: Discover)"
gen_discover_CD_emotional,emotional,FAIL,discover,discover,True,general,duplicate,False,CD,DP,False,0.95,"Category: The cardholder is questioning why they were charged twice for the same account, indicating a duplicate charge issue. | Code: The dispute clearly indicates that the account was charged twice, which directly corresponds to the issue of duplicate processing. The other candidate code, 'Paid by Other Means', does not apply as there is no mention of alternative payment methods.",WHY IS MY ACCOUNT CHARGED TWICE? FIX THIS NOW! UNACCEPTABLE! (Network: Discover)
gen_discover_CR_emotional,emotional,FAIL,discover,discover,True,credit_not_processed,subscription_canceled,False,CR,AP,False,0.95,"Category: The user canceled a transaction but is still inquiring about the return of their money, indicating they believe they should not have been charged after cancellation. | Code: The dispute clearly indicates that the user canceled a subscription, which aligns directly with the reason code 'AP' for Cancelled Recurring Transaction. The urgency in the user's message suggests they are seeking resolution for a transaction that should have been reversed due to the cancellation.",WHY IS MY MONEY STILL NOT BACK? I CANCELLED! FIX THIS NOW! (Network: Discover)
gen_discover_CD_ambiguous,ambiguous,FAIL,discover,discover,True,general,unrecognized,False,CD,AA,False,0.95,"Category: The cardholder is confused about a transaction that doesn't seem to fit, indicating they do not recognize the details of the transaction, but they do not explicitly claim fraud or unauthorized activity. | Code: The dispute description indicates that the user does not recognize a transaction, which aligns perfectly with the reason code 'AA: Does Not Recognize'. The phrase 'doesn't quite add up' suggests confusion or lack of recognition regarding the transaction, making this the most appropriate choice.",I was reviewing my recent transactions and noticed something that doesn't quite add up. It's like a puzzle piece that doesn't fit. Could you help me understand what's going on? (Network: Discover)
gen_discover_CR_ambiguous,ambiguous,FAIL,discover,discover,True,credit_not_processed,unrecognized,False,CR,AA,False,0.95,"Category: The cardholder is confused about an unexpected charge on their account related to the hotel, indicating they do not recognize the transaction details. | Code: The customer is expressing confusion about a charge related to a hotel, indicating they do not recognize the transaction on their account. This aligns perfectly with the reason code 'AA: Does Not Recognize', as the customer is disputing a charge they were not expecting.","I thought everything was sorted out with the hotel, but my account still shows something unexpected. Can you check what's going on? (Network: Discover)"
gen_discover_CR_narrative,narrative,FAIL,discover,discover,True,credit_not_processed,credit_not_processed,True,CR,RN2,False,0.95,"Category: The user canceled a hotel reservation and was assured that they wouldn't be charged, but they are still seeing a charge on their credit card statement, indicating that a refund or credit was not processed. | Code: The user canceled their hotel reservation and was assured that the cancellation was processed without a charge. However, they are still seeing the charge on their credit card statement, indicating that the credit for the cancellation has not been received. Therefore, the reason code 'RN2: Credit Not Received' is the most appropriate choice.","Hello there, I hope you're having a good day. I recently had to cancel a hotel reservation because my plans changed last minute. I was assured by the hotel that the cancellation was processed and that I wouldn't be charged. However, I noticed that the charge is still on my credit card statement. I understand these things can take time, but it's been over a week now. Could you please look into this for me? Thank you so much for your help! (Network: Discover)"
gen_discover_DA_narrative,narrative,FAIL,discover,discover,True,general,unrecognized,False,DA,AA,False,0.95,"Category: The cardholder is confused about why their card was declined during an online purchase, indicating they do not recognize the issue but do not claim fraud or unauthorized use. | Code: The customer experienced a card decline during an online purchase, which they did not recognize as a valid issue, leading to confusion and embarrassment. This aligns with the 'Does Not Recognize' reason code, as the customer is unsure why the transaction was declined despite their account being in order.","Hello, I hope this message finds you well. I was having a rather pleasant day, enjoying a nice cup of coffee at my favorite café, when I decided to make a purchase online. To my surprise, my card was declined, which was quite embarrassing. I double-checked my account, and everything seemed in order. Could you please help me understand why this happened? Thank you so much for your assistance. (Network: Discover)"
gen_discover_DA_emotional,emotional,PASS,discover,discover,True,general,general,True,DA,DA,True,0.9,"Category: The dispute description expresses frustration over a card being declined without any indication of fraud, unrecognized transactions, or issues related to goods or services. It does not fit into any of the specific categories provided. | Code: The dispute description indicates that the user's card was declined, which directly relates to the reason code 'Declined Authorization' (DA). This code is appropriate as it addresses the situation where a transaction could not be authorized, leading to the card being declined.",WHY WAS MY CARD DECLINED?! FIX THIS NOW! I NEED ANSWERS! (Network: Discover)
gen_discover_DP_emotional,emotional,PASS,discover,discover,True,duplicate,duplicate,True,DP,DP,True,0.95,"Category: The cardholder is questioning why they were charged twice for the same transaction, indicating a duplicate charge issue. | Code: The dispute clearly indicates that the user was charged twice, which directly corresponds to the reason code 'DP: Duplicate Processing'. This code is specifically designed for situations where a transaction has been processed more than once, making it the most appropriate choice for this case.",WHY CHARGED TWICE? FIX THIS NOW! UNACCEPTABLE! (Network: Discover)
gen_discover_EX_emotional,emotional,FAIL,discover,discover,True,general,general,True,EX,DA,False,0.95,"Category: The dispute is about a card being declined, which does not fit into any of the specific categories related to transactions or product issues. It expresses urgency and frustration but does not indicate fraud or any of the other specific issues listed. | Code: The dispute description indicates that the user's card was declined, which directly corresponds to the reason code 'DA' for Declined Authorization. This code is the most appropriate as it specifically addresses the issue of the card not being authorized for the transaction.",WHY was my card DECLINED? FIX THIS NOW! I NEED IT! (Network: Discover)
gen_discover_DA_ambiguous,ambiguous,PASS,discover,discover,True,general,general,True,DA,DA,True,0.9,"Category: The dispute description indicates a problem with completing a transaction but does not specify any issues related to fraud, product receipt, or other specific categories. It appears to be a general inquiry about a transaction hiccup. | Code: The dispute description indicates that the user was unable to complete a transaction due to an unexpected issue, which suggests that the authorization for the transaction was declined. The 'Declined Authorization' reason code (DA) fits best as it directly relates to the inability to proceed with the transaction.","I was trying to complete a transaction, but something unexpected happened. It seems like there was a hiccup, and I couldn't proceed. Could you look into this for me? (Network: Discover)"
gen_discover_DP_narrative,narrative,PASS,discover,discover,True,duplicate,duplicate,True,DP,DP,True,0.95,"Category: The cardholder is reporting that a transaction from their bookstore appears twice on their credit card statement, indicating they were charged more than once for the same purchase. | Code: The dispute involves a transaction that appears twice on the statement for a single purchase made at a bookstore, indicating a duplicate processing error. Therefore, the reason code 'DP' for Duplicate Processing is the most appropriate choice.","Hello Discover Team,

I hope this message finds you well. I recently had a rather busy day, running errands and catching up with an old friend over coffee. It was a lovely afternoon, but when I got home and checked my credit card statement, I noticed something odd. It seems that a transaction from my favorite bookstore, where I bought a couple of novels, appeared twice on my statement. I'm quite puzzled as I only made one purchase. Could you please look into this for me? Thank you so much for your assistance.

Warm regards,
[Your Name] (Network: Discover)"
gen_discover_EX_ambiguous,ambiguous,FAIL,discover,discover,True,general,general,True,EX,DA,False,0.9,"Category: The dispute description indicates an issue with the card not working, but does not specify any unauthorized transactions or claims of fraud. It appears to be a general inquiry for assistance rather than a specific dispute type. | Code: The user indicates that their card is not cooperating when trying to use it, which suggests that the transaction was likely declined. The 'Declined Authorization' reason code (DA) fits best as it directly relates to the inability to process the transaction due to authorization issues.","I tried using my card today, but it seems like it's not cooperating. I thought everything was in order, but it looks like something's off. Could you help me figure out what's going on? (Network: Discover)"
gen_discover_EX_narrative,narrative,FAIL,discover,discover,True,general,general,True,EX,DA,False,0.9,"Category: The dispute description does not indicate any fraudulent activity or issues with receiving a product. The user is inquiring about a declined transaction without any claims of unauthorized use or non-receipt of goods, making it a general inquiry about a payment issue. | Code: The dispute description indicates that the user's card was declined during an online purchase, which directly relates to the reason code 'DA' for Declined Authorization. The user expressed confusion over the decline despite their account appearing fine, which aligns with the circumstances of a declined authorization.","Hello, I hope this message finds you well. I was having a lovely day, enjoying my morning coffee, when I decided to make a purchase online. To my surprise, my card was declined. I checked my account, and everything seemed fine. I don't understand why this happened, and it's quite inconvenient. Could you please look into this for me? Thank you so much for your assistance. (Network: Discover)"
gen_discover_DP_ambiguous,ambiguous,PASS,discover,discover,True,duplicate,duplicate,True,DP,DP,True,0.95,"Category: The cardholder is inquiring about a familiar amount appearing more than once on their statement, indicating they believe they were charged multiple times for the same transaction. | Code: The dispute description indicates that the user has noticed a familiar amount appearing more than once on their statement, which suggests a case of duplicate processing. The reason code 'DP' specifically addresses issues related to duplicate transactions, making it the most appropriate choice for this situation.",I noticed something peculiar on my statement. It seems like a familiar amount appeared more than once. Could you help clarify this for me? (Network: Discover)
gen_discover_IN_emotional,emotional,FAIL,discover,discover,True,general,general,True,IN,DA,False,0.9,"Category: The dispute description expresses frustration about a card not working and a need for immediate assistance, but it does not indicate any specific issue related to fraud, unrecognized transactions, or product-related problems. Therefore, it fits best in the general category. | Code: The user is expressing frustration that their card is not working, which suggests that an authorization attempt was likely declined. The 'Declined Authorization' code (DA) fits best as it directly relates to the issue of the card not being accepted for transactions.",WHY IS MY CARD NOT WORKING?! FIX THIS NOW! I NEED IT ASAP! (Network: Discover)
gen_discover_IN_ambiguous,ambiguous,FAIL,discover,discover,True,general,general,True,IN,DA,False,0.85,"Category: The dispute description does not clearly fit into any of the specific categories. The situation involves confusion at checkout without a clear claim of fraud, non-receipt of goods, or any other specific issue outlined in the categories. | Code: The dispute description indicates that the transaction could not be completed due to an issue at checkout, which suggests that the authorization for the payment was declined. The cashier's puzzled reaction implies that there was a problem with processing the payment, aligning with the 'Declined Authorization' reason code.","I was at the checkout, and something unexpected happened. The cashier looked puzzled, and I had to leave without my items. Can you help clarify this situation? (Network: Discover)"
gen_discover_IC_emotional,emotional,PASS,discover,discover,True,general,general,True,IC,IC,True,0.95,"Category: The dispute is about an unreadable card number, which does not fit into any of the specific categories like fraudulent or product issues. It is a general complaint about the card's usability. | Code: The dispute description indicates that the card number is unreadable, which directly corresponds to the reason code 'IC' for 'Illegible Card Number'. This code best fits the situation where the card cannot be used due to the number being unreadable.","FIX THIS NOW! My card number is unreadable, and I can't use it! UNACCEPTABLE! (Network: Discover)"
gen_discover_IN_narrative,narrative,FAIL,discover,discover,True,general,general,True,IN,DA,False,0.9,"Category: The dispute involves a card being declined during transactions, which does not fit into any of the specific categories like fraud, product not received, or others. The user is seeking assistance to understand the issue with their card, making it a general inquiry rather than a specific dispute. | Code: The dispute description indicates that the user's card was declined during attempts to make purchases, which directly relates to the reason code 'DA' for Declined Authorization. The user confirmed that the card number was correct, suggesting that the issue lies with the authorization process rather than the card details.","Hi there, I hope you're having a good day. I was trying to buy some groceries yesterday, and to my surprise, my card was declined. I double-checked the number, and it seemed correct. I even tried it again today at a different store, but the same thing happened. I'm not sure what's going on, but it's quite inconvenient. Could you please help me figure this out? Thank you so much! (Network: Discover)"
gen_discover_LP_narrative,narrative,FAIL,discover,discover,True,general,unrecognized,False,LP,AA,False,0.95,"Category: The cardholder is surprised by a charge on their Discover card and is requesting assistance to look into it, but does not explicitly claim it is fraudulent or unauthorized. This indicates they do not recognize the transaction details. | Code: The customer does not recognize the charge on their Discover card, indicating that they are disputing the transaction due to a lack of recognition. This aligns perfectly with the reason code 'AA: Does Not Recognize', as the customer is surprised by the charge and is seeking clarification.","Hello, I hope this message finds you well. I recently noticed a charge on my Discover card that seemed to have been processed much later than expected. It was quite a surprise, especially since I had a busy day running errands and didn't have time to check my statements until now. I would appreciate it if you could look into this matter for me. Thank you for your assistance. (Network: Discover)"
gen_discover_NA_emotional,emotional,FAIL,discover,discover,True,general,fraudulent,False,NA,UA02,False,0.95,"Category: The cardholder explicitly states they never approved the charge, indicating they believe the transaction was unauthorized, which fits the definition of fraudulent. | Code: The dispute description indicates that the user did not approve the charge, suggesting it was unauthorized. Since there is no mention of a physical card being present during the transaction, 'Fraud - Card Not Present Transaction' (UA02) is the most appropriate reason code.",WHY was I charged? I NEVER approved this! FIX IT NOW! (Network: Discover)
gen_discover_IC_ambiguous,ambiguous,FAIL,discover,discover,True,general,unrecognized,False,IC,AA,False,0.95,"Category: The cardholder is unsure about the transaction details and is seeking clarification, which aligns with the unrecognized category. | Code: The customer is indicating that they do not recognize the transaction due to unclear details, which aligns perfectly with the reason code 'AA: Does Not Recognize'. This code is specifically designed for situations where the cardholder disputes a transaction because they do not recognize it, making it the most appropriate choice.","I was at the store today, and something unexpected happened with my card. It seems like the details weren't clear enough for the transaction. Could you look into this for me? (Network: Discover)"
gen_discover_LP_emotional,emotional,PASS,discover,discover,True,general,general,True,LP,LP,True,0.9,"Category: The dispute revolves around a late charge that the cardholder finds unacceptable, but it does not indicate fraud, unrecognized transactions, or issues with goods or services. Therefore, it fits best in the general category. | Code: The dispute mentions a concern about being charged late, which aligns with the reason code 'LP' for Late Presentment. This indicates that the charge was processed later than expected, causing frustration for the user.",WHY was I charged so late? FIX THIS NOW! UNACCEPTABLE! (Network: Discover)
gen_discover_LP_ambiguous,ambiguous,FAIL,discover,discover,True,general,unrecognized,False,LP,AA,False,0.95,"Category: The cardholder is questioning discrepancies in their statement without claiming fraud or unauthorized transactions, indicating they do not recognize the charges. | Code: The customer is expressing confusion about their statement and indicates that they do not recognize certain transactions, which aligns perfectly with the reason code 'AA: Does Not Recognize'. This code is specifically designed for situations where the cardholder does not recognize a charge, making it the most appropriate choice for this dispute.",I noticed something odd on my statement. It seems like things aren't lining up with when I expected them to. Could you help clarify this for me? (Network: Discover)
