chapter_no,verse_no,question,answer
3,8,"કૃષ્ણના મત મુજબ, કેમ કર્મ કરવું અનિવાર્ય ગણાય છે — ભલે તે સામાન્ય દૈનિક કામ જ કેમ ન હોય?","કૃષ્ણ સમજાવે છે કે દરેક વ્યક્તિએ પોતાની ફરજરૂપ ક્રિયાઓ કરવી જરૂરી છે, કારણ કે જીવનનું સંચાલન કર્મ વિના શક્ય નથી. ભોજન મેળવવું, શરીરની સંભાળ રાખવી, સમાજમાં ફરજો નિભાવવી — આ બધું કર્મથી જ થાય છે. કર્મ કરવું માત્ર આધ્યાત્મિક દૃષ્ટિએ જ નહીં, પરંતુ ભૌતિક રીતે પણ અનિવાર્ય છે. તેથી, કૃષ્ણ કહે છે કે મનુષ્યે પોતાના કર્તવ્યનું પાલન કરવું જોઈએ અને તેને ફળની આસક્તિ વગર (નિષ્કામ ભાવથી) કરવું જોઈએ. આ કર્મ માનસિક શુદ્ધિ અને આધ્યાત્મિક વિકાસ માટે માર્ગ બની જાય છે."
3,9,"અધ્યાય ૩, શ્લોક ૯ માં, કૃષ્ણ અર્જુનને 'યજ્ઞાર્થ' અને 'મુક્તસંગ' શબ્દો ઉપરાંત કઈ સમજ આપે છે?","કૃષ્ણ અર્જુનને સમજાવે છે કે કર્મ માત્ર પોતાના સ્વાર્થ માટે નહીં, પણ યજ્ઞ, એટલે કે ઉચ્ચ લક્ષ્ય માટે કરવામાં આવવું જોઈએ. એ કહે છે કે કર્મમાં આસક્તિ રાખ્યા વગર તેને કરવું જોઈએ. આમ કરવાથી મનુષ્ય કર્મના બંધનથી મુક્ત રહે છે. મુખ્ય સંદેશ એ છે કે નિષ્કામ ભાવથી કાર્ય કરવું જોઈએ."
3,9,'કર્મબંધન' શબ્દનું આ શ્લોકમાં શું મહત્ત્વ છે?,"આ શ્લોકમાં 'કર્મબંધન' એ અર્થ આપે છે કે જ્યારે કર્મ માત્ર વ્યકિતગત ફાયદા અથવા લોભ માટે કરવામાં આવે, ત્યારે તે મનુષ્યને તેના કાર્યોના પરિણામોમાં બાંધી દે છે. આવા કર્મો આત્માને મુક્તિ તરફ લઈ જતાં નથી, પણ વધુ બાંધછોડ સર્જે છે. તેથી કર્મ યજ્ઞ માટે, અર્થાત્ નિષ્કામ ભાવથી કરવામાં આવવું જોઈએ."
3,9,'મુક્તસંગ' તરીકે કાર્ય કરવું જીવનમાં કેવી રીતે ઉપયોગી છે?,"મુક્તસંગ, એટલે કે આસક્તિ વગર કાર્ય કરવું, આપણને આંતરિક શાંતિ આપે છે. જ્યારે આપણે ફળની અપેક્ષા વિના કામ કરીએ, ત્યારે નિરાશા અને દુઃખ ઓછું થાય છે. આ રીતે જીવનમાં સંતુલન અને પ્રસન્નતા રહે છે. કામ કરો, પણ પરિણામને ભગવાન પર છોડી દો – આ માર્ગ શાંતિ તરફ દોરી જાય છે."
3,9,શ્લોકમાં 'યજ્ઞાર્થાત્ કર્મણ' નો અર્થ શું સ્વીકારવો જોઈએ?,"'યજ્ઞાર્થાત્ કર્મણ' નો અર્થ છે કે કર્મો માત્ર વ્યક્તિગત લાભ માટે નહીં, પણ સમુદાય, ઈશ્વર અથવા ઉચ્ચ લક્ષ્ય માટે કરવામાં જોઈએ. આ થીકામાં કર્મો પવિત્ર અને નિષ્કામ બને છે. આવું કર્મ જીવનને અર્થપૂર્ણ અને બાંધછોડથી મુક્ત બનાવે છે."
3,9,કર્મને યજ્ઞ માટે કરવા પાછળનું તત્ત્વ શું છે?,"કર્મને યજ્ઞ માટે કરવાનો અર્થ છે કે દરેક કાર્યમાં અર્થ અને પવિત્રતા હોવી જોઈએ. જ્યારે આપણે પોતાનાં સ્વાર્થથી પરે જઈને કાર્ય કરીએ છીએ, ત્યારે આંતરિક વિકાસ થાય છે. એ સમજ આપે છે કે જીવન માત્ર લેવાનું નથી, પણ આપવાનું પણ છે. આવી દૃષ્ટિ આપણને બાંધછોડથી મુક્ત અને આધ્યાત્મિક રીતે ઊંચા બનવામાં સહાય કરે છે."
3,10,"અધ્યાય ૩, શ્લોક ૧0 માં, પ્રજાપતિએ યજ્ઞ સાથે પ્રજાઓની રચના કર્યા પછી શું જણાવ્યું હતું?",પ્રજાપતિએ પ્રજાઓને કહ્યું કે તેઓ યજ્ઞ દ્વારા વૃદ્ધિ પ્રાપ્ત કરશે. તેમણે જણાવ્યું કે યજ્ઞનું પાલન કરવાથી પ્રજાઓને પોતાના ઇચ્છિત ભોગો પ્રાપ્ત થશે અને તેમની સમૃદ્ધિ વધશે. આ યજ્ઞ જીવનને સમૃદ્ધ અને સંતુલિત બનાવવાનું સાધન છે.
3,10,પ્રજાપતિએ કયા કાર્ય સાથે પ્રજાઓની રચના કરી અને તેનું શું મહત્વ છે?,"પ્રજાપતિએ યજ્ઞ સાથે પ્રજાઓની રચના કરી હતી. આનું મહત્વ એ છે કે યજ્ઞ જીવન માટે આધાર સ્તંભ છે. યજ્ઞ કરવાથી સમાજ અને પ્રકૃતિ બંનેમાં સંતુલન રહે છે, અને દરેક વ્યક્તિને પોતાનાં કામના ફળ મળે છે."
3,10,'યજ્ઞ' શબ્દ અહીં કયા અર્થમાં ઉપયોગમાં લેવાયો છે?,"આ શ્લોકમાં 'યજ્ઞ' શબ્દનો અર્થ ફક્ત અગ્નિહોત્ર અથવા હવન નથી, પણ વ્યાપક રીતે દરેક નિષ્કામ કર્મ અને પરસ્પર સહયોગ તરીકે છે. દરેક કર્મ, જે સમાજ અને સૃષ્ટિની કલ્યાણ માટે થાય, તે યજ્ઞ ગણાય છે. આથી, યજ્ઞ એ જીવન જીવવાનો ઉત્કૃષ્ટ માર્ગ છે."
3,10,'આ યજ્ઞ તમને ઇચ્છિત ભોગ આપશે' એનો અર્થ શું છે?,"આનો અર્થ છે કે જ્યારે વ્યક્તિ યજ્ઞરૂપે, અર્થાત્ નિષ્કામ ભાવથી અને પરમાર્થ માટે કાર્ય કરે છે, ત્યારે તેને જીવનમાં જે કંઈ પણ જરૂરી અને યોગ્ય છે, તે પ્રાપ્ત થાય છે. આથી, યજ્ઞ એ ફળદાયી છે, કારણ કે તે સ્વાર્થીપણા છોડીને સર્વહિત માટે કાર્ય કરવાનું ઉપદેશ આપે છે."
3,10,યજ્ઞને જીવનના આશય અને વૃદ્ધિ સાથે કેમ જોડવામાં આવ્યો છે?,"યજ્ઞ જીવનમાં નિષ્કામતા, પરસ્પર સહયોગ અને સર્વાંગી વિકાસનું પ્રતિક છે. જે રીતે યજ્ઞમાં દરેક અંશનું મહત્વ હોય છે, તેવી જ રીતે જીવનમાં દરેક વ્યક્તિનાં કર્મો સૃષ્ટિ પર અસર કરે છે. આપણે નિષ્કામ ભાવથી અને સમૂહ કલ્યાણ માટે કાર્ય કરીએ, તો જીવનમાં સમૃદ્ધિ અને સંતોષ પ્રાપ્ત કરી શકીએ છીએ."
3,11,"અધ્યાય ૩, શ્લોક ૧૧ માં, ભગવાન કૃષ્ણ ‘ભાવયતાનેન’ શબ્દથી કોને અને શું કરવા કહે છે?","કૃષ્ણ અર્જુનને અને તેના દ્વારા સમગ્ર માનવજાતને ઉપદેશ આપે છે કે યજ્ઞ દ્વારા દેવતાઓનું પોષણ કરો. ‘ભાવયતાનેન’નો અર્થ છે — દેવતાઓને પ્રસન્ન કરો અને તેમનું પાલન કરો. કૃષ્ણ સમજાવે છે કે જ્યારે મનુષ્ય દેવતાઓને યજ્ઞ દ્વારા સંતોષે છે, ત્યારે દેવતાઓ મનુષ્યોને આવશ્યક સાધનો, વરસાદ અને સમૃદ્ધિ આપે છે. આ પરસ્પર સહયોગથી દુનિયાનું સંતુલન જળવાઈ રહે છે અને ધર્મપ્રવૃત્તિ ટકી રહે છે."
3,11,'પરસ્પરં ભાવયન્તઃ' ફ્લોકમાં કયા પ્રકારના સંબંધનું વર્ણન કરે છે?,"'પરસ્પરં ભાવયન્તઃ' શબ્દો મનુષ્ય અને દેવતાઓ વચ્ચેના પરસ્પર સહયોગ અને સહાયનું વર્ણન કરે છે. બંને એકબીજાને પોષણ આપે છે, જેથી બંનેનું કલ્યાણ થાય છે."
3,11,'શ્રેયઃ પરમવાપ્સ્યથ' શબ્દો દ્વારા કઈ પ્રકારની સફળતા અથવા લાભની વાત થાય છે?,"'શ્રેયઃ પરમવાપ્સ્યથ' એ પરમ કલ્યાણ અથવા સર્વોચ્ચ લાભની વાત કરે છે. આનો અર્થ છે કે જો મનુષ્ય અને દેવતાઓ એકબીજાને નિઃસ્વાર્થભાવથી પોષણ આપે, તો અંતે તેઓ સર્વોત્તમ કલ્યાણ પ્રાપ્ત કરે છે."
3,11,યજ્ઞ દ્વારા દેવતાઓને પોષણ કરવાનો અર્થ જીવનમાં શું છે?,"યજ્ઞ દ્વારા દેવતાઓને પોષણ કરવાનો અર્થ છે કે આપણે આપણા કર્મો અને કૃત્યો નિયમિત રીતે પરમાર્થ અને નિઃસ્વાર્થ ભાવથી કરીએ. જ્યારે આપણે કુદરત, સમાજ અને સર્વજને માટે શુભ કાર્ય કરીએ, ત્યારે તે દેવત્વની આરાધના સમાન ગણાય છે."
3,11,"જો કોઈ પરસ્પર સહયોગ વિના જીવન જીવે, તો શું તે 'પરમ કલ્યાણ' પ્રાપ્ત કરી શકે?","પરસ્પર સહયોગ વિના જીવનમાં આપણે એકલતા અને અપૂર્ણતા અનુભવી શકીએ છીએ. ભગવાન કૃષ્ણ કહે છે કે નિઃસ્વાર્થ પરસ્પર પોષણ અને સહાય દ્વારા જ આપણે સર્વોચ્ચ કલ્યાણ મેળવી શકીએ. એટલે, સહયોગ અને આપ-લેનું મહત્વ જીવનમાં અનિવાર્ય છે."
3,12,"અધ્યાય ૩, શ્લોક ૧૨ માં, ભગવાન કૃષ્ણ યજ્ઞભાવિત દેવતાઓની વાત શા માટે કરે છે?","ભગવાન કૃષ્ણ સમજાવે છે કે જ્યારે મનુષ્યો યજ્ઞ દ્વારા દેવતાઓને તૃપ્ત કરે છે, ત્યારે દેવતાઓ પણ મનુષ્યોને ઇચ્છિત ભોગો આપે છે. અહીં યજ્ઞ અને દેવતાઓ વચ્ચેનું પરસ્પર સહયોગ દર્શાવવામાં આવ્યો છે. આ સંબંધથી સમાજ અને પ્રકૃતિ બંને સ્થિર રહે છે."
3,12,યજ્ઞભાવિત દેવતાઓ મનુષ્યને કયા પ્રકારના ભોગો આપે છે?,"યજ્ઞભાવિત દેવતાઓ મનુષ્યને જીવન માટે જરૂરી અને ઇચ્છિત ભોગો આપે છે, જેમ કે ધન, આરોગ્ય, સંતાન, અને સુખ-સમૃદ્ધિ. તે દરેક વ્યક્તિને તેમની આવશ્યકતાઓ અને પ્રયત્નો અનુસાર લાભ આપે છે. દેવતાઓ દ્વારા આપવામાં આવતી આ ભોગો જીવનને સંતુલિત અને સુખી બનાવે છે."
3,12,"""તેર્દત્તાનપ્રદાયૈથ"" વાક્યમાં શું સૂચવવામાં આવે છે?","આ વાક્યથી સમજાય છે કે જે ભોગો દેવતાઓ દ્વારા મળ્યા છે, તે પાછા યજ્ઞ રૂપે અર્પણ કરવાનાં છે. જો કોઈ વ્યક્તિ તેમને પાછા ન આપે અને માત્ર પોતાનાં માટે ઉપયોગ કરે, તો તે સ્વાર્થ અને આસક્તિ દર્શાવે છે. આ રીતે જીવવું અસમાન્ય અને અનૈતિક ગણાય છે."
3,12,"""સ્તેન"" એટલે શુ? શા માટે આવા માણસને ચોર કહેવાયો છે?","""સ્તેન"" નો અર્થ ચોર છે. જે વ્યક્તિ દેવતાઓના દાન અને કુદરતી ભોગોનો લાભ લઈને પણ યજ્ઞ અને દાન દ્વારા પાછું આપતો નથી, તેને ચોરી કરનાર માનવામાં આવે છે. કારણ કે તે માત્ર લે છે, આપે નહીં, જે અયોગ્ય છે."
3,12,કેમ આપણે પ્રકૃતિ અથવા દેવતાઓ પાસેથી મળેલા ભોગોને પાછા આપવાના છે?,"પ્રકૃતિ અને દેવતાઓ પાસેથી મળેલા ભોગોનો આનંદ લેવા માટે આપણું ફરજ છે કે આપણે પણ યજ્ઞ, સેવાભાવ, અને દાન દ્વારા સમુદાયને અને પર્યાવરણને પાછું આપીએ. આ પરસ્પર આપ-લે જીવન અને સમાજને સંતુલિત રાખે છે. આપ-લેનું ચક્ર તૂટી જાય તો અસંતુલન અને અસંતોષ ઊભો થાય છે, તેથી આપવું પણ એટલું જ જરૂરી છે જેટલું લેવું."
3,13,"અધ્યાય ૩, શ્લોક ૧૩ માં યજ્ઞશિષ્ટાશિનઃ શબ્દનો અર્થ શું છે?","યજ્ઞશિષ્ટાશિનઃ અર્થ તે લોકો છે જે યજ્ઞ પછી બચેલા પ્રસાદરૂપ અન્નનું સેવન કરે છે. આવા લોકો પોતાના માટે નહીં, પરંતુ પરમાર્થ માટે બનેલા ભોજનમાંથી લે છે. આ વર્તન તેમને પવિત્ર અને નિઃસ્વાર્થી બનાવે છે."
3,13,"અધ્યાય ૩, શ્લોક ૧૩ માં, યજ્ઞ પછી બચેલા અન્ન ખાવાથી સર્વકિલ્બિષેથી મુક્તિ કેવી રીતે મળે છે?","યજ્ઞ પછી બચેલા અન્ન (પ્રસાદ) ખાવાનો અર્થ છે કે વ્યક્તિ પોતાનું કર્મ ઈશ્વરને અર્પણ કરે છે. આથી ભોજન માત્ર શારીરિક તૃપ્તિ માટે નહીં, પરંતુ આધ્યાત્મિક હેતુ માટે બને છે. આ પ્રકારનું ભોજન મનને શુદ્ધ કરે છે અને કર્મોથી સંકળાયેલા પાપો (કિલ્બિષો) નષ્ટ થાય છે. આ રીતે જીવનમાં પવિત્રતા, નિઃસ્વાર્થભાવ અને યજ્ઞશીલતા વધે છે, જે આધ્યાત્મિક પ્રગતિ તરફ દોરી જાય છે."
3,13,પછી માત્ર પોતાના માટે પકાવેલા ભોજનને 'પાપ' કેમ કહેવામાં આવ્યું છે?,"માત્ર પોતાના શરીર પોષણ માટે પકાવેલું ભોજન સ્વાર્થ અને અસંયમનું પ્રતિક છે. જ્યારે વ્યક્તિ માત્ર પોતાની ઇચ્છા માટે ભોજન બનાવે છે, ત્યારે તે કર્મ ઇશ્વર અથવા સમાજ માટે નથી, એથી તે કૃત્ય પાપરૂપ બને છે. આવી પ્રવૃત્તિ જીવનમાં બાંધણીઓ અને દુઃખો વધારતી હોય છે."
3,13,યજ્ઞશેષી ભોજન કરવાથી જીવનમાં પાપમુક્તિ અને મનની શુદ્ધિ કેવી રીતે પ્રાપ્ત થાય છે?,"આ વાક્યનો અર્થ છે કે જે લોકો પોતાનું કર્મ અને તેનું ફળ ઈશ્વરને અર્પણ કરે છે અને યજ્ઞના ભાવથી જીવન જીવે છે, તેઓ સર્વ પાપોથી મુક્ત થાય છે. જીવનમાં જ્યારે આપણે માત્ર પોતાના લાભ માટે નહીં, પરંતુ સમાજના કલ્યાણ અને ઉચ્ચ હેતુ (higher cause) માટે કાર્ય કરીએ છીએ, ત્યારે મન શુદ્ધ બને છે અને પાપોનો નાશ થાય છે. આ વૃત્તિ વ્યક્તિને સ્વાર્થથી દૂર કરી નિઃસ્વાર્થ સેવા, યજ્ઞભાવ અને આધ્યાત્મિક વિકાસ તરફ દોરી જાય છે."
3,13,શુ યજ્ઞના અવશેષ ભોજનથી જીવનમાં નિઃસ્વાર્થતા વિકસે છે? કેમ?,"હા, યજ્ઞના અવશેષ ભોજન સ્વીકારવાથી વ્યક્તિમાં નિઃસ્વાર્થ ભાવ વિકસે છે કારણ કે તે ભોજન પોતાનાં માટે નહીં, પરંતુ સર્વજ્ઞ માટે બનેલું હોય છે. આવું વર્તન માનવમાં સહભાગિતા, સમર્પણ અને પરમાર્થની ભાવનાને પ્રોત્સાહન આપે છે. જીવનમાં નિઃસ્વાર્થતા લાવવી એ આધ્યાત્મિક ઉન્નતિ માટે આવશ્યક છે."
3,14,"અધ્યાય ૩, શ્લોક ૧૪ માં અન્ન, પર્જન્ય અને યજ્ઞ વચ્ચે કઈ કડી બતાવવામાં આવી છે?","અન્નથી પ્રાણીઓનું સર્જન થાય છે, અન્ન વરસાદથી બને છે, વરસાદ યજ્ઞથી થાય છે અને યજ્ઞ કર્મોથી ઉત્પન્ન થાય છે. આ રીતે, અન્ન, પર્જન્ય (વરસાદ), યજ્ઞ અને કર્મ એમ ચાર બાબતોનું પરસ્પર સંબંધ બતાવવામાં આવ્યો છે."
3,14,"અધ્યાય ૩, શ્લોક ૧૪ માં, યજ્ઞથી પર્જન્ય એટલે વરસાદ કેવી રીતે થાય છે, તેની સમજ આપો.","યજ્ઞ એટલે નિષ્ઠાપૂર્વક કરેલ શુભ કર્મો અને સમર્પણ. જ્યારે લોકો સત્ય અને ધર્મ અનુસાર યજ્ઞરૂપે કર્મ કરે છે, ત્યારે તે પ્રકૃતિમાં સંતુલન અને કલ્યાણ લાવે છે, જેના પરિણામે વરસાદ થાય છે. આમ, યજ્ઞના આધારે કુદરતી ચક્ર સુસંગત રહે છે."
3,14,ભૂતોની ઉત્પત્તિ માટે અન્નનું મહત્વ શા માટે છે?,"પ્રાણીઓનું જીવન અન્ન પર આધારિત છે, કારણ કે અન્ન શરીરને પોષણ આપે છે અને જીવન જાળવે છે. અહીં એ સમજાવવામાં આવ્યું છે કે અન્ન વિના કોઈ જીવી શકતું નથી, એટલે જીવનધારો માટે અન્નની અનિવાર્યતા છે."
3,14,'કર્મસમુદ્ભવઃ' શબ્દનો અર્થ શું છે અને તેનું યજ્ઞ સાથે શું સંબંધ છે?,"'કર્મસમુદ્ભવઃ' એનું અર્થ છે—કર્મમાંથી ઉત્પન્ન થયેલું. શ્લોકમાં જણાવાયું છે કે યજ્ઞનું મૂળ કર્મ છે, એટલે યોગ્ય નિયમિત કર્મો, જેમ કે પરોપકાર, સત્ય અને ધર્મનું પાલન, એ યજ્ઞનું સ્વરૂપ છે."
3,14,"અન્ન, પર્જન્ય અને યજ્ઞની આ શ્રૃંખલા આપણાં જીવનમાં શું બોધ આપે છે?","આ શ્રૃંખલા આપણને શીખવે છે કે જીવનમાં દરેક વસ્તુ એકબીજાથી જોડાયેલી છે. આપણાં સારા કર્મો માત્ર વ્યક્તિગત જ નહીં, પણ સમગ્ર સમાજ અને કુદરત માટે લાભદાયી છે. તેથી, મનુષ્યે પોતાના કર્મો અને યજ્ઞનું મહત્ત્વ સમજવું જોઈએ અને સદ્‍કર્મ દ્વારા સમગ્ર જગતનાં કલ્યાણ માટે પ્રયત્ન કરવો જોઈએ."
3,15,"અધ્યાય ૩, શ્લોક ૧૫ માં, કર્મ અને બ્રહ્મ વચ્ચે શું સંબંધ દર્શાવાયો છે?","કર્મનું મૂળ બ્રહ્મમાં હોવાનું કહેવામાં આવ્યું છે. કર્મ યજ્ઞમાંથી ઉત્પન્ન થાય છે, યજ્ઞ વિધિક કર્મોથી થાય છે અને વિધિક કર્મોનું મૂળ વેદોમાં છે. વેદો બ્રહ્મથી ઉદ્ભવેલા છે. આ રીતે, કર્મ, યજ્ઞ, વેદ અને બ્રહ્મ એકમેક સાથે સંકળાયેલા છે."
3,15,'સર્વગતં બ્રહ્મ' શબ્દનો અર્થ શું છે અને તેનું યજ્ઞ સાથે શું સંબંધ છે?,"'સર્વગતં બ્રહ્મ' નો અર્થ છે સર્વત્ર વ્યાપક બ્રહ્મ, એટલે કે ભગવાન કે જે દરેક વસ્તુમાં હાજર છે. આ બ્રહ્મનુ નિર્વિકાર સ્વરૂપ યજ્ઞમાં સદા સ્થાપિત છે. એટલે, દરેક યજ્ઞમાં ભગવાનની હાજરી માનવામાં આવે છે અને દરેક યજ્ઞ તેના પર નિર્ભર છે."
3,15,યજ્ઞને 'નિત્યં યજ્ઞે પ્રતિષ્ઠિતમ્' કેમ કહેવાયું છે?,"યજ્ઞ જીવનની પવિત્ર ક્રિયા છે, જેમાં બ્રહ્મનું સદા નિવાસ છે એવું અહીં કહેવાયું છે. તેનો અર્થ એ છે કે જ્યારે પણ કોઈ વ્યક્તિ નિષ્ઠાપૂર્વક યજ્ઞરૂપ કર્મ કરે છે, ત્યારે તેમાં બ્રહ્મની ઉપસ્થિતિ રહે છે. તેથી યજ્ઞ માત્ર હવન નથી, પણ દરેક નિષ્કામ કર્મમાં બ્રહ્મ છે એવું સમજવું જોઈએ."
3,15,'બ્રહ્માસ્રસમુદ્‌ભવમ્' શબ્દ અહીં કઈ વાત પર પ્રકાશ પાડે છે?,"'બ્રહ્માસ્રસમુદ્‌ભવમ્' એ બતાવે છે કે વેદોનું મૂળ બ્રહ્મ, એટલે કે અવિનાશી પરમાત્મા છે. આથી, જે કઈ ધર્મકર્મ કે નિયમો વેદોમાં વર્ણવેલા છે, તેનો મૂળ સ્ત્રોત પણ પરમાત્મા છે. તેથી બધા નિયમો અને કર્તવ્યો અંતે ભગવાન તરફ જ લઈ જાય છે."
3,15,"અધ્યાય ૩, શ્લોક ૧૫ માં, કર્મના મૂળ, યજ્ઞ અને બ્રહ્મના સંદર્ભમાં, એક સામાન્ય વ્યક્તિ કેવી રીતે પોતાના જીવનમાં પવિત્રતા લાવી શકે?","આ શ્લોક દર્શાવે છે કે દરેક કર્મનું મૂળ બ્રહ્મમાં છે અને યજ્ઞરૂપે દરેક કર્મમાં ભગવાનનું નિવાસ છે. સામાન્ય વ્યક્તિએ પોતાના દૈનિક કાર્યોને યજ્ઞ સમાન માનવું જોઈએ—અર્થાત નિષ્કામભાવથી અને પરમાત્માને અર્પિત કરીને કામ કરવું જોઈએ. આ રીતે, દરેક કાર્ય પવિત્ર બને છે અને વ્યક્તિ આત્મિક શુદ્ધિ તરફ આગળ વધી શકે છે."
3,16,"અધ્યાય ૩, શ્લોક ૧૬ માં, કૃષ્ણ કોને સંબોધી રહ્યા છે અને તેઓ શું સમજાવી રહ્યા છે?","કૃષ્ણ અર્જુનને સંબોધી રહ્યા છે અને તેઓ મનુષ્યના કર્તવ્યનું મહત્વ સમજાવી રહ્યા છે. તેઓ કહે છે કે જે વ્યક્તિ સર્જનના ચક્રને અનુસરે છે, એ જીવનના સાચા અર્થને પામે છે. એ વ્યક્તિને પોતાના ફરજબદ્ધ કર્મો કરવું જોઈએ. આ રીતે જીવનને મૂલ્યવાન અને સમર્પિત બનાવાય છે. કૃષ્ણ અર્જુનને જીવનનું ઉદ્દેશ્ય અને કર્મનું મહત્વ સમજાવવામાં માર્ગદર્શન આપે છે."
3,16,'પ્રવર્તિતં ચક્રં' શબ્દથી અહીં શું અર્થ થાય છે?,"'પ્રવર્તિતં ચક્રં' નો અર્થ છે સર્જનનું ચક્ર અથવા સૃષ્ટિના નિયમો, જેને ભગવાને સ્થાપિત કર્યા છે. આ ચક્રમાં દરેક મનુષ્યને પોતાની ફરજ અને કર્તવ્ય છે. પોતાના કર્મોનું પાલન કરવું એ આ ચક્રને આગળ ધપાવવાનું કામ છે. જે વ્યક્તિ આ નિયમોને અનુસરે છે, તે જીવનમાં સંતુલન અને શાંતિ પામે છે."
3,16,‘ઇન્દ્રિયારામો’ તરીકે વર્ણવવામાં આવેલ વ્યક્તિ કેવી હોય છે?,"‘ઇન્દ્રિયારામો’ એવી વ્યક્તિ છે જે પોતાના ઇન્દ્રિયોના વિષયોમાં મગ્ન રહે છે. તે જીવનનો હેતુ માત્ર ભોગ અને ઇન્દ્રિયસુખ મેળવવામાં જ માને છે અને કર્તવ્ય, ધર્મ અથવા ઉચ્ચ આધ્યાત્મિક હેતુ તરફ ધ્યાન આપતો નથી. આવું જીવન ગીતા અનુસાર વ્યર્થ ગણાય છે, કારણ કે તે માત્ર ક્ષણિક આનંદ માટે જીવાય છે અને જીવનનું સાચું મૂલ્ય — આત્મજ્ઞાન અને કર્તવ્યપાલન — ગુમાવી દે છે."
3,16,"કૃષ્ણ કહે છે કે જે વ્યક્તિ ‘મોઘં’ જીવશે, તેનો શું અર્થ છે?","કૃષ્ણ સમજાવે છે કે જે વ્યક્તિ પોતાનું કર્તવ્ય છોડીને માત્ર ઇન્દ્રિયસુખમાં મગ્ન રહે છે, તેનું જીવન ‘મોઘં’ એટલે કે વ્યર્થ અને નિષ્ફળ બને છે. આવું જીવન કોઈ ઊંચા હેતુ (higher purpose) વિના પસાર થાય છે, જેના પરિણામે અંતે અસમાધાન, દુઃખ અને બંધન જ મળે છે. ગીતા શીખવે છે કે ફક્ત ભોગવિલાસ માટે જીવવું માનવજીવનનો હેતુ નથી — કર્તવ્યપાલન અને આત્મજ્ઞાન તરફ પ્રયત્ન કરવો જ સાચી પ્રગતિ છે."
3,16,શા માટે જીવનમાં 'કર્મચક્ર'નું પાલન કરવું જરૂરી છે?,"જીવનમાં 'કર્મચક્ર'નું પાલન કરવું એ સંસારની ગતિ અને સંતુલન જાળવવા માટે અગત્યનું છે. દરેક મનુષ્યનું પોતાનું કર્તવ્ય છે, અને જો દરેક પોતાના ફરજને નિભાવશે તો સમગ્ર સમાજ માટે કલ્યાણકારક રહેશે. આ રીતે વ્યક્તિ માત્ર પોતાને નહીં, પણ સમગ્ર જગતને લાભ આપે છે. કર્તવ્યનો અવગણો કરવાથી જીવન વ્યર્થ અને અશાંત બની જાય છે. જીવનને અર્થપૂર્ણ બનાવવા માટે કર્મચક્રનું પાલન આવશ્યક છે."
3,17,"અધ્યાય ૩, શ્લોક ૧૭ માં આત્મરતિ અને આત્મતૃપ્તિ ધરાવનાર માણસ માટે શું કહેવામાં આવ્યું છે?","જે માણસ આત્મામાં જ રમે છે, આત્મામાં જ તૃપ્ત રહે છે અને આત્મામાં જ સંતોષ અનુભવે છે, તેના માટે કોઈ ફરજ અથવા કર્મ બાકી રહેતું નથી. તે પોતાનામાં જ પૂર્ણતા અનુભવે છે."
3,17,"અધ્યાય ૩, શ્લોક ૧૭ માં, આ શ્લોકમાં આત્મન્યેવ સંતુષ્ટ રહેવાનો અર્થ શું છે?","આ શ્લોકમાં 'આત્મન્યેવ સંતુષ્ટ' એનો અર્થ છે કે વ્યક્તિએ પોતાની અંદર જ સંતોષ અને આનંદ અનુભવવો. આવી વ્યક્તિ બહારની વસ્તુઓ અથવા પરિસ્થિતિઓ પર આધાર રાખતી નથી, કારણ કે તેનો આનંદ અને સંતોષ પોતાની જાતમાં જ મળેલો હોય છે."
3,17,"આ શ્લોક મુજબ, આત્મતૃપ્ત વ્યક્તિ માટે કર્મ શા માટે જરૂરી નથી?","શ્લોક અનુસાર, આત્મતૃપ્ત વ્યક્તિને બહારના પરિણામો કે પુરસ્કારોથી કોઈ ફરક પડતો નથી. તે પોતાની અંદર જ પૂર્ણતા અનુભવે છે, તેથી તેના માટે કર્મ કરવું ફરજીયાત નથી, કારણ કે તે પહેલેથી જ સંતોષ અને આનંદથી ભરપૂર છે."
3,17,'આત્મરતિ' શબ્દનો અર્થ શું છે અને તેનો જીવનમાં શું મહત્વ છે?,"'આત્મરતિ' નો અર્થ છે આત્મામાં જ આનંદ મેળવો. જીવનમાં તેનો અર્થ એવો થાય છે કે આપણે બહારની વસ્તુઓમાં ખુશી શોધ્યા વગર, પોતાની અંદર જ આનંદ અને સંતોષ મેળવીએ, તો આપણું જીવન વધુ શાંતિમય અને સ્થિર બની શકે છે."
